OrganizationFormalName,MonitoringLocationIdentifier,sampledate,lagos_sampledepth,"Nitrogen, NH4","Nitrogen, dissolved Kjeldahl","Nitrogen, total","Nitrogen, total Kjeldahl","Arsenic, dissolved","Arsenic, total","Phosphorus, soluble reactive orthophosphate","Phosphorus, total","Nitrogen, nitrite (NO2) + nitrate (NO3)","Carbon, dissolved organic","Carbon, total organic","Nitrogen, total dissolved","Selenium, dissolved","Selenium, total","Aluminum, dissolved","Aluminum, total","Mercury, total dissolved","Mercury, total"
USGS Colorado Water Science Center,USGS-384052104481300,1979-09-19,2.34696,NA,NA,NA,NA,NA,NA,130,68.48939999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-384052104481300,1979-09-19,2.86512,NA,NA,NA,NA,NA,NA,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-382641104492300,1979-09-24,2.9260800000000002,NA,NA,NA,NA,NA,NA,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-383945104464400,1979-09-24,2.25552,NA,NA,0,NA,NA,NA,50,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-384004104453500,1979-09-24,2.8956,NA,NA,NA,NA,NA,NA,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS California Water Science Center,USGS-383048122061601,1979-09-25,5,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS California Water Science Center,USGS-383048122061601,1979-09-25,13,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS California Water Science Center,USGS-383048122061601,1979-09-25,56,NA,NA,NA,NA,NA,NA,29.3526,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS California Water Science Center,USGS-383332122122401,1979-09-26,15,NA,NA,NA,NA,NA,NA,9.784199999999998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS California Water Science Center,USGS-383046122122901,1979-09-27,14,NA,NA,NA,NA,NA,NA,29.3526,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS California Water Science Center,USGS-383049122094801,1979-09-27,29,NA,NA,NA,NA,NA,NA,9.784199999999998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-14234800,1979-10-10,30.48,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-14234800,1979-10-10,91.44,NA,NA,NA,NA,NA,NA,9.784199999999998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-14237800,1979-10-10,30.48,NA,NA,NA,NA,NA,NA,9.784199999999998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-12085000,1979-10-11,6.096,NA,NA,NA,NA,NA,NA,9.784199999999998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-12057000,1979-11-16,64.00800000000001,NA,NA,NA,NA,NA,NA,9.784199999999998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-12058600,1979-11-16,0.3048,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-14234800,1979-12-11,0.3048,NA,NA,NA,NA,NA,NA,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-14234800,1979-12-11,6.096,NA,NA,NA,NA,NA,NA,9.784199999999998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-12057000,1980-01-17,0.3048,NA,NA,NA,NA,NA,NA,30,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Nevada Water Science Center,USGS-09421000,1980-02-27,3.048,NA,NA,NA,NA,NA,NA,9.784199999999998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-12085000,1980-03-18,30.48,NA,NA,NA,NA,NA,NA,101.1034,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-12085000,1980-03-18,77.724,NA,NA,NA,NA,NA,NA,39.136799999999994,19.568399999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS California Water Science Center,USGS-371157121591201,1980-03-18,26,NA,NA,NA,NA,NA,NA,30,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-12085000,1980-05-14,15.24,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-12085500,1980-05-14,0.3048,NA,NA,NA,NA,NA,NA,29.3526,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-12085500,1980-05-14,6.096,NA,NA,NA,NA,NA,NA,19.568399999999997,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-12158070,1980-05-14,1.00584,NA,NA,NA,NA,NA,NA,20,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-12169400,1980-05-14,1.00584,NA,NA,NA,NA,NA,NA,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Oklahoma Water Science Center,USGS-350046095385301,1980-05-14,12.192,500,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12301919,1980-05-15,3.048,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Texas Water Science Center,USGS-301926097502201,1980-05-20,8.5344,4400,NA,1500,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12301830,1980-05-29,0.45720000000000005,NA,NA,NA,NA,NA,NA,19.568399999999997,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS California Water Science Center,USGS-371108121591701,1980-05-29,8,NA,NA,NA,NA,NA,NA,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Oregon Water Science Center,USGS-452737121504400,1980-05-30,3.048,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-462642112101901,1980-06-09,8,NA,NA,NA,NA,NA,NA,20,9.784199999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-471848113345301,1980-06-10,16,NA,640,340,280,NA,NA,20,9.784199999999998,NA,NA,NA,710,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12301919,1980-06-11,3.048,NA,NA,NA,NA,NA,NA,26,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-14234800,1980-06-11,15.24,NA,NA,NA,NA,NA,NA,9.784199999999998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-14234800,1980-06-11,60.96,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-14234800,1980-06-11,91.44,NA,NA,NA,NA,NA,NA,9.784199999999998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-12085000,1980-06-12,30.48,NA,NA,NA,NA,NA,NA,9.784199999999998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-12057000,1980-06-13,0.3048,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-12057000,1980-06-13,15.24,NA,NA,NA,NA,NA,NA,9.784199999999998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-12057000,1980-06-13,70.104,NA,NA,NA,NA,NA,NA,9.784199999999998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-12058600,1980-06-13,0.3048,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-12058600,1980-06-13,6.096,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-12058600,1980-06-13,33.528,NA,NA,NA,NA,NA,NA,39.136799999999994,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12301830,1980-06-24,0.45720000000000005,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12301830,1980-06-24,3.048,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12301919,1980-07-10,0.45720000000000005,NA,NA,NA,NA,NA,NA,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12301919,1980-07-10,3.048,NA,NA,NA,NA,NA,NA,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12301919,1980-07-10,94.7928,NA,NA,NA,NA,NA,NA,32.614,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS North Dakota Water Science Center,USGS-484636097445500,1980-07-16,1.00584,NA,2900,1400,1400,NA,NA,70,29.3526,NA,NA,NA,2900,NA,NA,NA,NA,NA,NA
USGS Oregon Water Science Center,USGS-451604121442600,1980-07-24,1.9812,NA,NA,NA,NA,NA,NA,20,9.784199999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12301830,1980-08-05,0.45720000000000005,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12301830,1980-08-05,3.048,NA,NA,NA,NA,NA,NA,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12301919,1980-08-07,93.5736,NA,NA,NA,NA,NA,NA,6.5228,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Oregon Water Science Center,USGS-452949121490500,1980-08-07,17.0688,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Arkansas Water Science Center,USGS-07049200,1980-08-13,4.572,NA,NA,10,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Arkansas Water Science Center,USGS-07049200,1980-08-13,18.288,NA,NA,280,770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS New Mexico Water Science Center,USGS-07226560,1980-08-13,1.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA
USGS New Mexico Water Science Center,USGS-07226560,1980-08-13,13.716000000000001,NA,NA,NA,NA,NA,NA,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-465339104383601,1980-08-19,0,1200,710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12300110,1980-08-20,3.048,NA,NA,NA,NA,NA,NA,6.5228,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12300110,1980-08-20,41.757600000000004,NA,NA,NA,NA,NA,NA,6.5228,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-395554107094500,1980-08-20,1.8288000000000002,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-12057000,1980-08-21,65.532,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Utah Water Science Center,USGS-394504111094101,1980-08-28,0.3048,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-395845107205000,1980-09-03,0.3048,NA,NA,NA,NA,NA,NA,19,9.784199999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12301919,1980-09-04,93.8784,NA,NA,NA,NA,NA,NA,40,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-400138107122100,1980-09-05,1.524,NA,NA,NA,NA,NA,NA,3.2614,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12301830,1980-09-16,0.45720000000000005,NA,NA,NA,NA,NA,NA,3.2614,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12301830,1980-09-16,3.048,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-395426107091300,1980-09-24,1.524,NA,1700,990,990,NA,NA,NA,NA,NA,NA,NA,1700,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12301830,1980-09-30,78.3336,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12300110,1980-10-01,3.048,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12301919,1980-10-02,0.45720000000000005,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-472035117431502,1980-10-09,10.3632,NA,NA,NA,NA,NA,NA,80,48.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12301830,1980-10-14,3.048,NA,NA,NA,NA,NA,NA,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS North Dakota Water Science Center,USGS-484636097445500,1980-10-21,1.00584,NA,NA,NA,NA,NA,NA,230,81.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-06737500,1981-05-14,0.030480000000000004,NA,NA,1000,NA,NA,NA,NA,NA,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS New Mexico Water Science Center,USGS-07226560,1981-05-14,13.716000000000001,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Texas Water Science Center,USGS-313608097164501,1981-05-20,0.3048,7100,NA,1100,990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-480930122194201,1981-06-30,0.9144000000000001,NA,NA,NA,NA,NA,NA,30,19.568399999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-481003122204601,1981-06-30,0.9144000000000001,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-474331122205501,1981-07-01,0.9144000000000001,NA,NA,NA,NA,NA,NA,20,9.784199999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-475258122112501,1981-07-01,0.9144000000000001,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-394933107251300,1981-07-08,1.524,NA,NA,NA,NA,NA,NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Oregon Water Science Center,USGS-435956121442702,1981-07-13,0.3048,NA,NA,NA,NA,NA,NA,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-480708117130502,1981-07-13,10.668000000000001,NA,NA,NA,NA,NA,NA,30,19.568399999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12300110,1981-07-14,0.45720000000000005,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12300110,1981-07-14,41.148,NA,NA,NA,NA,NA,NA,9.784199999999998,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-480628117361801,1981-07-14,0.9144000000000001,NA,NA,NA,NA,NA,NA,20,9.784199999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-481108117352202,1981-07-14,7.315200000000001,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-481358117482001,1981-07-14,0.9144000000000001,NA,NA,NA,NA,NA,NA,19.568399999999997,9.784199999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-484650117534502,1981-07-15,7.9248,NA,NA,NA,NA,NA,NA,9.784199999999998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Oregon Water Science Center,USGS-440757121452900,1981-07-16,1.8288000000000002,NA,NA,NA,NA,NA,NA,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-461522122163602,1981-07-21,25.2984,NA,NA,NA,NA,NA,NA,19.568399999999997,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-465948122465601,1981-07-21,0.9144000000000001,NA,NA,NA,NA,NA,NA,9.784199999999998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS North Dakota Water Science Center,USGS-471100097582800,1981-08-25,1.00584,NA,3600,NA,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Louisiana Water Science Center,USGS-320004091120700,1981-08-27,13.716000000000001,2400,3100,1200,1200,NA,NA,NA,NA,NA,NA,NA,3100,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12301919,1981-09-17,3.048,NA,NA,NA,NA,NA,NA,3.2614,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-471925122170501,1981-09-17,0.9144000000000001,NA,NA,NA,NA,NA,NA,48.921,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12301919,1981-10-08,0.45720000000000005,NA,NA,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12301919,1982-05-12,3.048,NA,NA,NA,NA,NA,NA,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12301919,1982-05-12,60.96,NA,NA,NA,NA,NA,NA,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-393801104505001,1982-05-18,1,NA,NA,NA,NA,NA,NA,38,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-393854104505801,1982-05-18,3,NA,NA,NA,NA,NA,NA,24,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS New Mexico Water Science Center,USGS-07226560,1982-05-19,13.716000000000001,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS California Water Science Center,USGS-371057121465701,1982-06-15,1,NA,NA,NA,NA,NA,NA,50,29.3526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12301919,1982-06-17,80.772,NA,NA,NA,NA,NA,NA,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS New Hampshire Water Science Center,USGS-435522072092302,1982-08-26,11.490960000000001,1200,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Arizona Water Science Center,USGS-335114112160401,1982-09-08,0.6096,NA,NA,NA,NA,NA,NA,30,9.784199999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Arizona Water Science Center,USGS-335114112160401,1982-09-08,12.192,NA,NA,NA,NA,NA,NA,30,19.568399999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS California Water Science Center,USGS-374807122152701,1982-09-10,1.3716000000000002,NA,NA,NA,NA,NA,NA,456.59599999999995,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Texas Water Science Center,USGS-301754096380801,1983-01-25,3.6576000000000004,NA,NA,400,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12301830,1983-04-13,3.048,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Washington Water Science Center,USGS-461558122093601,1983-04-26,0.9144000000000001,NA,NA,NA,NA,NA,NA,30,19.568399999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS California Water Science Center,USGS-371101121461701,1983-06-15,5,NA,NA,NA,NA,NA,NA,20,9.784199999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS California Water Science Center,USGS-371101121461701,1983-06-15,7,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12301919,1983-06-16,85.34400000000001,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-06737500,1983-07-07,45.72,NA,NA,NA,NA,NA,NA,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Virginia Water Science Center,USGS-0204275470,1983-08-17,15.24,NA,NA,NA,NA,NA,NA,20,9.784199999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Oklahoma Water Science Center,USGS-351318097155901,1984-03-21,0.3048,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS California Water Science Center,USGS-371057121465701,1984-03-21,1,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS California Water Science Center,USGS-371157121591201,1984-03-22,20,NA,NA,NA,NA,NA,NA,20,9.784199999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12300110,1984-07-11,3.048,NA,NA,NA,NA,NA,NA,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS New Mexico Water Science Center,USGS-07226560,1984-08-16,9.906,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-400628108424601,1985-06-04,13.716000000000001,NA,300,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-400628108424601,1985-06-27,0.6096,NA,300,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Nebraska Water Science Center,USGS-414624102263901,1985-06-28,0.5,NA,NA,NA,NA,NA,NA,166,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-381647104475300,1985-07-16,11.8872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA
USGS California Water Science Center,USGS-371057121472501,1985-07-23,16,NA,500,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-400628108424601,1985-08-07,0.6096,NA,400,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Oklahoma Water Science Center,USGS-363038095294201,1985-08-08,1.524,NA,NA,NA,NA,NA,NA,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-393848104505601,1985-08-28,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-381528104453200,1985-09-27,0.9144000000000001,NA,NA,NA,NA,NA,NA,30,19.568399999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-381548104453300,1986-03-26,32.004000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-381559104465500,1986-03-26,22.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-381647104475300,1986-05-22,1.2192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-400024106114501,1986-05-28,6.096,NA,800,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Texas Water Science Center,USGS-300158095074601,1986-06-16,7.010400000000001,NA,3000,NA,1100,NA,NA,135,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Texas Water Science Center,USGS-300209095091201,1986-06-25,4.572,NA,NA,NA,NA,NA,NA,70,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-381548104453300,1986-06-26,30.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-381602104435200,1986-06-26,3.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-381602104435200,1986-06-27,3.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA
USGS New Mexico Water Science Center,USGS-08317300,1986-08-19,38.7096,NA,NA,NA,NA,NA,NA,160,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS California Water Science Center,USGS-371157121591201,1986-08-20,17,NA,500,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-381725104494400,1986-08-22,1.2192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-381559104465500,1986-08-25,3.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-381559104465500,1986-08-25,20.7264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-381602104435200,1986-08-25,3.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-395200106161901,1986-08-26,0.3048,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-395237106193301,1986-08-26,64.00800000000001,NA,NA,NA,NA,NA,NA,30,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
