"","NAMES","SITE_ID","LAT_DD","LON_DD","lagoslakeid"
"40","Sophie Lake; Sophie Lake; ","NLA06608-0065",48.96243381,-115.116608,459837
"41","; Youghiogheny River Lake; ","NLA06608-0066",39.76851425,-79.38081778,107177
"42","; Trout Lake; ","NLA06608-0068",37.82447614,-107.8853911,450443
"43","Horseshoe Lake; Horseshoe Lake; ","NLA06608-0069",28.63735951,-81.13759704,187306
"44","Concordia, Lake; Lake Concordia; ","NLA06608-0071",31.66683993,-91.50916933,292020
"45","; NRCS Site #6; ","NLA06608-0072",32.23766222,-98.40515204,431850
"46","Soda Lake; Soda Lake; ","NLA06608-0073",39.52477029,-118.878391,457244
"47","; Smithville; ","NLA06608-0076",39.41441295,-94.49793062,6199
"48","Mount Hope Lake; Mount Hope Lake; ","NLA06608-0077",40.92704692,-74.53388264,13302
"49","; Unknown; ","NLA06608-0078",48.17781123,-100.2942095,314661
"50","Trappers Lake; Trappers Lake; ","NLA06608-0079",39.98585506,-107.2317809,451862
"51","Hannaberry Lake; Hannaberry Lake; ","NLA06608-0080",34.1200351,-91.56105203,281047
"52","Sunday Lake; Armstrong Lake; ","NLA06608-0081",48.22612028,-122.1241675,472141
"53","; Camp Lake; ","NLA06608-0083",45.95096444,-99.13645049,341668
"54","; Blacks Creek Reservoir; ","NLA06608-0085",43.46045448,-116.1414317,464406
"55","Lacamas Lake; Lacamas Lake; ","NLA06608-0086",45.61657075,-122.4260347,467718
"56","Rhodhiss Lake; Rhodhiss; ","NLA06608-0089",35.7733743,-81.54174586,162292
"57","Black Lake; Black Lake; ","NLA06608-0090",42.93075473,-109.6534609,450732
"58","Cedar Lake; Cedar Lake; ","NLA06608-0091",41.36944118,-87.43213825,1643
"59","Oconomowoc Lake; Lake Oconomowoc; ","NLA06608-0099",43.09951588,-88.45255303,4251
"60","Riga Lake; Riga Lake; ","NLA06608-0101",42.02167966,-73.48227989,6729
"61","Howard Pond; HOWARD POND; ","NLA06608-0102",44.50713663,-70.72328312,8514
"62","Kingman County State Lake; Kingman County State Lake; ","NLA06608-0104",37.65529355,-98.26265148,377502
"63","Piute Reservoir; Piute Reservoir; ","NLA06608-0105",38.2350209,-112.2015025,456588
"64","Cheeseboro Lake; Cheeseboro Lake; ","NLA06608-0107",41.65016117,-85.08175821,53290
"65","Pickerel Lake; Pickerel; ","NLA06608-0110",46.86973364,-95.72856324,69333
"66","; West Branch Reservoir (AKA M.J.Kirwan Reservoir); ","NLA06608-0111",41.13540548,-81.13692241,2553
"67","Vandalia Lake; Lake Vandalia; ","NLA06608-0112",39.01266111,-89.14408234,7045
"68","Parker, Lake; Lake Parker; ","NLA06608-0113",44.71864202,-72.23412171,5397
"69","Marl Lake; Marl Lake; ","NLA06608-0115",44.32355428,-89.19099056,4433
"70","; Cochiti Lake; ","NLA06608-0116",35.66653924,-106.3013899,447459
"71","Keystone Reservoir; Keystone; ","NLA06608-0120",36.16292985,-96.36834536,378906
"72","North Twin Lake; North Twin Lake; ","NLA06608-0124",42.14001905,-101.8094915,364315
"73","; Unnamed Lake; ","NLA06608-0126",47.19305824,-99.32424356,354526
"74","Becker Lake; Becker Lake; ","NLA06608-0127",34.15364617,-109.3063643,453920
"75","Twin Reservoir; Twin Reservoir; ","NLA06608-0128",48.75289143,-109.2416928,323506
"76","Ashley Lake; Ashley Lake; ","NLA06608-0129",48.21240982,-114.5994561,458320
"77","Pe?a Blanca Lake; Pena Blanca Lake; ","NLA06608-0130",31.40138437,-111.0870104,454431
"78","Wheatfields Lake; Wheatfields Lake; ","NLA06608-0132",36.20871918,-109.0936327,NA
"79","West Hill Pond; West Hill Pond; ","NLA06608-0134",41.88000298,-73.04056323,7329
"80","Upper Twin Lakes at Bridgeport; Upper Twin Lakes; ","NLA06608-0137",38.14855815,-119.3636363,457192
"81","Palestine Lake; Palestine Lake; ","NLA06608-0139",41.17205162,-85.93794192,3172
"82","Clear Creek Lake; Clear Creek Lake; ","NLA06608-0140",39.639176,-95.45270584,374511
"83","Noxontown Pond; Noxontown Pond; ","NLA06608-0141",39.41622694,-75.68870871,11328
"84","; Plum Lake; ","NLA06608-0142",45.99791162,-89.54369029,5134
"85","; Miller Creek Reservoir; ","NLA06608-0144",33.39525121,-99.39138265,430182
"86","; Princes East; ","NLA06608-0148",39.34860511,-86.1080157,263728
"87","Nephawin, Lake; Lake Nephawin; ","NLA06608-0149",41.63340269,-76.84081042,59358
"88","Sebasticook Lake; Sebasticook Lake; ","NLA06608-0150",44.84955975,-69.2311707,7676
"89","Lake Fuqua; Fuqua; ","NLA06608-0152",34.59440722,-97.68636485,395554
"90","Spring Creek Lake; Spring Creek; ","NLA06608-0153",37.21418362,-78.62538711,146718
"91","Long Lake; Long Lake; ","NLA06608-0155",42.37328848,-88.12714851,6473
"92","Blueberry Lake; Blueberry Lake; ","NLA06608-0158",45.88100581,-91.24994528,4830
"93","Tarpon, Lake; Lake Tarpon; ","NLA06608-0161",28.1024337,-82.72114525,206550
"94","Sip Pond; Sip Pond; ","NLA06608-0162",42.73356694,-72.10321054,5934
"95","South Lake; South Lake; ","NLA06608-0167",44.9419591,-94.03191284,431
"96","Elm Creek Lake; Elm Creek Lake; ","NLA06608-0168",37.75822313,-94.85392322,71445
"97","; Forsyth Reservoir; ","NLA06608-0169",38.51725431,-111.5318192,453086
"98","Tallman Lake; Tallman Lake; ","NLA06608-0170",43.9911006,-86.10688883,77010
"99","; Ramer Lake; ","NLA06608-0173",33.07333126,-115.5092281,483357
"100","Pebble Lake; Pebble Lake; ","NLA06608-0174",46.25212358,-96.0363618,140541
"101","Lake Lakengren; Lake Lakengren; ","NLA06608-0175",39.68102041,-84.68705386,33496
"102","Blackfish Lake; Blackfish Lake; ","NLA06608-0176",35.14239477,-90.45779851,42436
"103","Silver Lake; Silver; ","NLA06608-0177",43.89203643,-73.05232335,5160
"104","; ; ","NLA06608-0179",44.36456222,-101.0545158,346668
"105","Lake Frederick; Frederick Lake; ","NLA06608-0180",34.51894059,-98.88132868,394758
"106","June Lake; June Lake; ","NLA06608-0181",37.78861101,-119.0740544,483184
"107","Wapogasset Lake; Wapogasset Lake; ","NLA06608-0183",45.32624711,-92.42496232,5085
"108","; Heritage Park Lake; ","NLA06608-0184",38.83461964,-94.74900513,36130
"109","Lake Naomi; Lake Naomi; ","NLA06608-0185",41.11130456,-75.45750462,9357
"110","; Middle Wheeling Creek; ","NLA06608-0189",40.02942387,-80.57939847,96899
"111","Upper Hatch Lake; Upper Hatch; ","NLA06608-0190",47.67254307,-93.75949137,68334
"112","Nantahala Lake; Lake Natahala; ","NLA06608-0191",35.16783478,-83.66709127,273196
"113","Gorge Lake; Gorge; ","NLA06608-0193",48.70438576,-121.1758404,471487
"114","; ; ","NLA06608-0195",46.89197546,-99.08101063,349793
"115","; MD Borah Lake; ","NLA06608-0196",38.77692521,-88.06164584,7033
"116","Hinckleys Pond; Hinkley's Pond; ","NLA06608-0198",41.71307603,-70.08954132,5068
"117","French Meadows Reservoir; French Meadows Reservoir; ","NLA06608-0201",39.11225012,-120.4416484,474533
"118","; Lewis Smith Reservoir; ","NLA06608-0203",34.00633269,-87.31609868,247445
"119","; Turkey Creek Site 6 Reservoir; ","NLA06608-0204",35.43592446,-99.24197456,400352
"120","Mahaffey Lake; Mahaffey Lake; ","NLA06608-0207",32.60301252,-84.81807605,223721
"121","Lake Hogue; Lake Hogue; ","NLA06608-0208",35.58384499,-90.96329594,281394
"122","Sammamish, Lake; Lake Sammamish; ","NLA06608-0209",47.57601003,-122.0836788,470713
"123","Allen Lake; Allen Lake; ","NLA06608-0211",47.46534213,-95.76982211,102467
"124","Monroe Lake; Monroe Lake; ","NLA06608-0212",39.02766863,-86.46847503,3651
"125","Nest Lake; Nest Lake; ","NLA06608-0215",45.2593824,-94.96441345,1834
"126","; Cedar Creek Lake; ","NLA06608-0216",40.3285507,-96.52877618,371429
"127","Lake Orange; Lake Orange; ","NLA06608-0217",36.15288306,-79.1460479,152069
"128","Skinner Lake; Skinner Lake; ","NLA06608-0219",41.40043649,-85.37102925,1437
"129","East Twin Lake; East Twin Lake; ","NLA06608-0220",42.50465482,-100.5303638,348146
"130","Jolly Pond; Jolly Pond; ","NLA06608-0221",37.29913592,-76.82122952,145909
"131","Tioga Dam; Tioga Dam; ","NLA06608-0222",48.40689317,-102.9398075,332282
"132","Swan Lake; Swan Lake; ","NLA06608-0223",33.58413004,-84.20752986,181399
"133","; Lake Hanna; ","NLA06608-0224",37.64783657,-90.58984208,28694
"134","Nilan Reservoir; Nilan Reservoir; ","NLA06608-0225",47.48039976,-112.5389845,318474
"135","; Voydatch Pond; ","NLA06608-0226",43.19952563,-71.24740864,107779
"136","Holbrook Reservoir; Holbrook Reservoir; ","NLA06608-0228",38.06219707,-103.6093941,376659
"137","Park Lake; Long Lake; ","NLA06608-0229",43.95295544,-74.449008,132776
"138","Pine Lake; Pine Lake; ","NLA06608-0234",43.21855689,-85.46799659,138088
"139","James Lake; Tippecanoe Lake; ","NLA06608-0235",41.3229061,-85.75477789,3505
"140","Dacey Reservoir; Dacey Reservoir Lower; ","NLA06608-0237",38.38849036,-115.1177953,453698
"141","Pelican Lake; Pelican Lake; ","NLA06608-0238",46.57881675,-94.17531685,2961
"142","Nickajack Reservoir; Nickajack Lake; ","NLA06608-0239",35.01895093,-85.55980719,273907
"143","Nelson Reservoir; Nelson Reservoir; ","NLA06608-0240",48.47756954,-107.5902123,323197
"144","Oneida Narrows Reservoir; Oneida Narrows; ","NLA06608-0241",42.29154287,-111.7292621,455026
"145","Pachaug Pond; Pachaug Pond; ","NLA06608-0242",41.56832304,-71.91051169,7324
"146","; Lake Oahe; ","NLA06608-0243",44.73647289,-100.7421974,343492
"147","Lake Kemp; Lake Kemp; ","NLA06608-0244",33.73938795,-99.23199838,394755
"148","Lake Curry; Lake Curry; ","NLA06608-0245",38.36396781,-122.1300516,481020
"149","Wall Lake; Wall Lake; ","NLA06608-0247",43.53474213,-96.96004,119048
"150","H Z Smith Lake; HZ Smith Lake; ","NLA06608-0253",32.47736836,-81.83068716,169029
"151","Twin Lakes; Twin Lakes; ","NLA06608-0254",47.96678307,-99.09494995,314254
"152","Wonder Lake; Wonder Lake; ","NLA06608-0255",35.94835771,-85.31930179,269051
"153","Koocanusa Reservoir; Koocanusa Reservoir; ","NLA06608-0257",48.54139505,-115.2253416,459445
"154","; ; ","NLA06608-0259",46.37421211,-98.99123974,351972
"155","Heron Reservoir; Heron Reservoir; ","NLA06608-0260",36.67343618,-106.6907196,447742
"156","Okemah Lake; Okemah Lake; ","NLA06608-0268",35.50848975,-96.32121976,389398
"157","Lucys Pond; Lucys Pond; ","NLA06608-0271",40.47787067,-83.87906608,3986
"158","; Mud Lake; ","NLA06608-0275",46.27199075,-99.38087643,339916
"159","McReynolds Reservoir; McReynolds Reservoir; ","NLA06608-0276",38.77637097,-105.0043919,376082
"160","; Lake Walcott; ","NLA06608-0277",42.6781739,-113.4006122,463477
"161","; North Eagle; ","NLA06608-0279",44.19244227,-93.8978566,328
"162","; McElvaney Lake; ","NLA06608-0280",32.08989492,-95.89426355,417841
"163","Lake Fisher; Lake Fisher; ","NLA06608-0281",35.49457482,-80.57559837,158905
"164","; Lake Demopolis; ","NLA06608-0283",32.51233098,-87.85257456,244053
"165","; ; ","NLA06608-0284",34.9138437,-98.73027981,396562
"166","Records Pond; Records Pond; ","NLA06608-0285",38.55948746,-75.56227311,148481
"167","Silver Lake; Silver Lake; ","NLA06608-0286",46.15225085,-88.82970363,72724
"168","Junipers Reservoir; Junipers Reservoir; ","NLA06608-0290",42.19565154,-120.5256858,476648
"169","Green Lake; Green Lake; ","NLA06608-0291",43.81382063,-88.99784821,5426
"170","; Lake Kenosia; ","NLA06608-0293",41.38426053,-73.50316356,7340
"171","Derby, Lake; Derby Lake; ","NLA06608-0294",44.95223074,-72.11517323,4571
"172","; Long Lake; ","NLA06608-0295",45.18747233,-97.63176411,357202
"173","; Boatwright Farm Pond; ","NLA06608-0297",33.84097049,-81.67207159,164622
"174","Round Lake; Round Lake; ","NLA06608-0299",41.45660059,-85.2449775,37531
"175","; ; ","NLA06608-0302",45.91703876,-97.02426153,NA
"176","Holiday Lake; Holiday Lake; ","NLA06608-0303",41.08805669,-82.72837965,138003
"177","; Moon Reservoir; ","NLA06608-0306",43.41788272,-119.4133477,473314
"178","; ; ","NLA06608-0312",38.81717464,-95.54639054,371089
"179","; City Lake; ","NLA06608-0313",34.88602671,-79.6893777,159575
"180","Lost Lake; Lost Lake; ","NLA06608-0318",47.46148555,-92.43469487,36375
"181","; Coneross Creek Reservoir; ","NLA06608-0319",34.72229815,-83.11204858,166849
"182","Lake Bonaventure; Lake Bonaventure; ","NLA06608-0324",36.94420902,-82.20271516,272724
"183","Lawne Lake; Lawne Lake; ","NLA06608-0325",28.56369452,-81.43794893,188104
"184","Groton Reservoir; Groton Reservoir; ","NLA06608-0326",41.35719487,-72.04012641,7350
"185","Thornburg Lake; Thornburg Lake; ","NLA06608-0327",31.70973689,-91.37124941,297391
"186","Cross Lake; Cross Lake; ","NLA06608-0328",32.515555,-93.87023429,406901
"187","; Lake Besser; ","NLA06608-0330",45.06291593,-83.45698555,70807
"188","Tenkiller Ferry Lake; Tenkiller Ferry Lake; ","NLA06608-0332",35.64054377,-94.96969524,392710
"189","; Round Valley Reservoir; ","NLA06608-0333",40.62803319,-74.85056841,22794
"190","Buffalo Lodge Lake; Buffalo Lodge Lake; ","NLA06608-0334",48.31405586,-100.758717,313473
"191","Cranberry Lake; Cranberry; ","NLA06608-0337",48.39382391,-122.6562431,470521
"192","; ; ","NLA06608-0339",46.11443869,-99.42452982,337271
"193","; Nichols Reservoir; ","NLA06608-0340",35.69079767,-105.8760128,447774
"194","Oneida Lake; Oneida Lake; ","NLA06608-0341",43.20849339,-75.93516194,38705
"195","Alice, Lake; Lake Alice; ","NLA06608-0343",44.87173399,-96.63532038,83703
"196","Branched Oak; Branched Oak Lake; ","NLA06608-0344",40.96440578,-96.87657153,362855
"197","; Lake Lanier; ","NLA06608-0345",36.6584792,-79.84411222,149498
"198","Price Lake; Price Lake; ","NLA06608-0350",45.7646886,-90.6606696,5381
"199","Haynes Reservoir; Haynes Reservoir; ","NLA06608-0354",42.51316899,-71.80704144,51959
"200","Number Twelve Lake; Lake Number Twelve; ","NLA06608-0356",36.5624187,-104.5942811,387042
"201","Buckley Dunton Lake; Buckley-Dunton; ","NLA06608-0357",42.31280493,-73.13778739,42647
"202","; Little Greenough Pond; ","NLA06608-0358",44.84025867,-71.13479653,5826
"203","Big Stone Lake; Big Stone Lake; ","NLA06608-0359",45.40860134,-96.62636247,915
"204","Lake Wylie (Lake Catawba); Lake Wylie; ","NLA06608-0361",35.02063348,-81.04741516,160915
"205","Long Lake; Palmer Lake; ","NLA06608-0363",41.93460679,-85.33088977,3582
"206","; Straight Lake; ","NLA06608-0366",46.94267011,-95.26723865,131667
"207","; La Due Reservoir; ","NLA06608-0367",41.36496934,-81.22089462,3192
"208","Caspian Lake; Caspian Lake; ","NLA06608-0369",44.58635561,-72.31186438,5435
"209","Brush Hollow Reservoir; Brush Hollow Reservoir; ","NLA06608-0372",38.4638561,-105.0515471,375983
"210","Lake Arrowhead; Lake Arrowhead; ","NLA06608-0373",34.25648145,-117.1853787,483169
"211","; Skiatook Lake; ","NLA06608-0376",36.30884018,-96.12859695,385057
"212","; Sunbury WS #5; ","NLA06608-0377",40.86340465,-76.77414252,39561
"213","Willow Creek Reservoir; Willow Creek Reservoir; ","NLA06608-0378",47.55716773,-112.4475051,319208
"214","Willow Lake; Willow Lake; ","NLA06608-0384",48.71606442,-103.1433201,332262
"215","Green Lake; Green Lake; ","NLA06608-0385",48.24355,-112.8672712,318645
"216","Lake Altoona; Lake Altoona; ","NLA06608-0386",40.49157546,-78.46066192,76883
"217","Cannon Creek Lake; Cannon Creek Lake; ","NLA06608-0388",36.68164988,-83.70494798,270030
"218","Tulloch Reservoir; Tulloch Reservoir; ","NLA06608-0393",37.89444471,-120.5721188,479679
"219","Lay Lake; Lay Reservoir; ","NLA06608-0395",33.09780391,-86.48006432,244044
"220","; Hi-Land Lake; ","NLA06608-0399",42.42304224,-83.99670111,2093
"221","Long Lake; Long Lake; ","NLA06608-0401",47.17784258,-68.23140034,7585
"222","; Powers Pond; ","NLA06608-0402",42.88974892,-124.0780934,470105
"223","Buck Lake; Cass Lake; ","NLA06608-0403",47.39595432,-94.56183848,3119
"224","; Lake Stanmore; ","NLA06608-0405",41.97137282,-75.87948445,74796
"225","; Clear Lake; ","NLA06608-0406",45.18038118,-121.7044304,467171
"226","; ; ","NLA06608-0407",45.09335555,-97.75438416,351436
"227","Mountain Lake; Mountian Lake; ","NLA06608-0408",34.36882178,-97.28183273,397003
"228","; Rainey Pond; ","NLA06608-0413",36.56057181,-77.7454141,150408
"229","; ; ","NLA06608-0414",46.13180055,-91.61045649,421
"230","Grassy Pond; Grassy Pond; ","NLA06608-0418",42.76982559,-71.9999278,6164
"231","Loughberry Lake; Loughberry Lake; ","NLA06608-0421",43.09504296,-73.76674325,119265
"232","Koosharem Reservoir; Koosharem Reservoir; ","NLA06608-0425",38.60231182,-111.8406157,456650
"233","Eight Point Lake; Eight Point Lake; ","NLA06608-0426",43.8382238,-85.07388127,89673
"234","Arkabutla Lake; Arkabutla Lake; ","NLA06608-0432",34.72092203,-90.07170002,287042
"235","; Lake Champlain; ","NLA06608-0433",44.52251138,-73.29262702,211
"236","; Chequamegon Flowage; ","NLA06608-0435",45.16826567,-90.69813817,50510
"237","Lake Catherine; Lake Catherine; ","NLA06608-0436",34.45197764,-92.9382529,293295
"238","; ; ","NLA06608-0439",45.6434979,-99.23111059,350399
"239","Lake Perry; Perry Lake; ","NLA06608-0440",36.23894258,-97.34810228,380949
"240","; ; ","NLA06608-0442",48.28610194,-101.9047579,334119
"241","; Enid View Drive Lake; ","NLA06608-0444",34.16578918,-89.91161609,285023
"242","Belmont Lake; Belmont Lake; ","NLA06608-0445",40.04075657,-81.01548859,3262
"243","Greenbo Lake; Greenbo Lake; ","NLA06608-0447",38.47961378,-82.87603537,260126
"244","Jumpoff Joe Lake; Jump-off Joe Lake; ","NLA06608-0449",48.13580369,-117.6915241,461480
"245","; Jim Baker Reservoir; ","NLA06608-0452",39.80684554,-105.0360311,361406
"246","Minneola, Lake; Lake Minneola; ","NLA06608-0453",28.57332363,-81.77025392,189765
"247","Norton Reservoir; Norton Reservoir; ","NLA06608-0454",41.97098891,-71.19898937,73599
"248","Lavon Reservoir; Lavon Lake; ","NLA06608-0456",33.06325702,-96.47583806,419896
"249","Reed Bingham Park Lake; Reed Bingham Lake; ","NLA06608-0458",31.16378198,-83.54189637,218911
"250","George Lake; Lake George; ","NLA06608-0459",34.2269109,-86.84234494,248123
"251","Loon Lake; Loon Lake; ","NLA06608-0462",46.19906329,-89.29397704,80615
"252","Susterka Lake; Belleville Lake; ","NLA06608-0463",42.21176414,-83.52098213,867
"253","Swan Lake; Swan Lake; ","NLA06608-0467",43.54592149,-89.36445641,4714
"254","Eagle Lake; Eagle Lake; ","NLA06608-0468",39.43240936,-106.6003635,449898
"255","Starlight Lake; Starlight Lake; ","NLA06608-0469",41.90973411,-75.33783928,7414
"256","Mirror Lake; Mirror Lake; ","NLA06608-0470",43.62308804,-71.2654292,5677
"257","Enemy Swim Lake; Enemy Swim Lake; ","NLA06608-0471",45.44015743,-97.2623188,355465
"258","; Coalgate Reservoir; ","NLA06608-0472",34.57061143,-96.23835676,401041
"259","High Rock Lake; Tuckertown Reservoir; ","NLA06608-0473",35.51629478,-80.20338458,158476
"260","; Anderson Lake; ","NLA06608-0479",39.92061781,-83.00425479,95928
"261","Lake Timberline; Lake Timberline; ","NLA06608-0480",37.99433764,-90.54213897,28665
"262","Amistad Lake; Amistad Reservoir; ","NLA06608-0483",29.49147018,-101.1563449,447915
"263","; Barrs Chapel Lake; ","NLA06608-0484",36.3106781,-88.48981792,279993
"264","Bee Creek Lake; Bee Creek Lake; ","NLA06608-0488",37.19249014,-95.98672528,382319
"265","; Bald Run Reservoir; ","NLA06608-0489",38.49363215,-78.00762524,145640
"266","; Mud Lake; ","NLA06608-0491",41.41314405,-85.734175,3991
"267","Lake Manassas; Manassas; ","NLA06608-0493",38.77124892,-77.64555522,144101
"268","Pine Mountain Lake; Pine Mountian Lake; ","NLA06608-0494",46.82219046,-94.53354023,2369
"269","Morrow Point Reservoir; Morrow Point Reservoir; ","NLA06608-0495",38.44681794,-107.4380582,450193
"270","; ; ","NLA06608-0496",48.75171319,-108.0524686,322837
"271","Lamont Reservoir; Lamont Reservoir; ","NLA06608-0497",42.10765269,-111.8159376,455160
"272","Roseland Lake; Roseland Lake; ","NLA06608-0498",41.95095517,-71.95133091,7088
"273","Gillham Lake; Gillam Lake; ","NLA06608-0500",34.21452974,-94.21467091,404579
"274","; Alpine Lake; ","NLA06608-0501",37.94635193,-122.6247455,480825
"275","Squaw Lake; Squaw Lake; ","NLA06608-0502",42.82731383,-83.7469401,85432
"276","Rehfeldt Slough; Rehfeldt Slough; ","NLA06608-0503",43.57477426,-97.0587349,356262
"277","; Grittman Lake; ","NLA06608-0508",33.85862113,-90.54209875,285952
"278","Beaver Run Reservoir; Beaver Run Reservoir; ","NLA06608-0509",40.46163354,-79.56745425,46117
"279","Cavanaugh Lake; Cavanaugh Lake; ","NLA06608-0510",48.24775379,-98.8914836,316234
"280","; Silver Jack Reservoir; ","NLA06608-0511",38.22555093,-107.5377617,450213
"281","South Loon Lake; South Loon Lake; ","NLA06608-0512",48.92434782,-100.3053493,311758
"282","; Raystown Lake; ","NLA06608-0514",40.35740927,-78.11907346,6756
"283","; Minnow Lake; ","NLA06608-0515",46.02793009,-98.94484753,339903
"284","Brant Lake; Brant Lake; ","NLA06608-0523",43.92368969,-96.95103624,114824
"285","Carol, Lake; Becoosin Lake; ","NLA06608-0526",47.94850085,-91.39296143,35013
"286","Johnson Reservoir; Johnson Lake; ","NLA06608-0528",40.69518018,-99.85563998,362640
"287","Moses Lake; Moses Lake; ","NLA06608-0529",47.18441442,-119.3639845,461718
"288","; Oleander Lake; ","NLA06608-0530",31.05988383,-81.41308684,176993
"289","; ; ","NLA06608-0531",46.03407357,-99.16791062,339889
"290","Cuba Lake; Cuba Lake; ","NLA06608-0533",42.25218027,-78.29237084,6419
"291","Glade Creek Reservoir; Glade Creek Reservoir (Lower); ","NLA06608-0537",37.69558878,-81.05483233,259499
"292","; Elk City Lake; ","NLA06608-0540",35.17104325,-99.37115228,394055
"293","Lake Anne; Lake Anne; ","NLA06608-0541",38.96504347,-77.33745683,144054
"294","Buckskin Lake; Buckskin Lake; ","NLA06608-0542",45.78575069,-88.36579346,1074
"295","Grist Millpond; Grist Millpond; ","NLA06608-0546",42.35496664,-71.47978934,17315
"296","; Arrowhead Lake; ","NLA06608-0547",44.20672826,-89.83486415,3176
"297","Armington, Lake; Armington Lake; ","NLA06608-0550",43.9575273,-71.96791311,5909
"298","Cokato Lake; Cokato Lake; ","NLA06608-0551",45.10823473,-94.16801923,1534
"299","Little Otter Lake; Little Otter; ","NLA06608-0555",41.72092858,-85.00769013,2501
"300","; North Mayfield; ","NLA06608-0558",46.76330385,-96.21518776,97380
"301","Lake Merideth; Lake Meredith; ","NLA06608-0560",35.61858883,-101.6607655,387457
"302","Lower Payette; Payette Lake; ","NLA06608-0561",44.9484358,-116.0893222,464873
"303","Flat River Reservoir; Flat River Reservoir; ","NLA06608-0562",41.68686806,-71.61087837,8333
"304","; Santa Cruz Lake; ","NLA06608-0564",35.97472589,-105.9168212,447737
"305","Vasona Reservoir; Vasona Reservoir; ","NLA06608-0565",37.24525923,-121.9668773,481047
"306","Willow Creek Reservoir; Willow Creek Reservoir; ","NLA06608-0569",34.60517537,-112.4389242,454810
"307","Cooney Reservoir; Cooney Reservoir; ","NLA06608-0570",45.44213549,-109.2242066,326008
"308","Alkaline Lake; Alkaline Lake; ","NLA06608-0579",46.82469712,-99.7794296,337268
"309","John W Flannagan Reservoir; Flanagan Reservoir; ","NLA06608-0580",37.17718851,-82.39104876,259603
"310","Magic Reservoir; Magic Reservoir; ","NLA06608-0581",43.25263859,-114.3827885,463021
"311","Union Pond; Union Pond; ","NLA06608-0582",41.80079367,-72.52468392,7140
"312","Blue Lake; Blue Lake; ","NLA06608-0583",31.20627441,-91.54690118,296283
"313","S Line Reservoir; S. Line Reservoir; ","NLA06608-0585",39.48658532,-118.7255216,457389
"314","Bass Lake; Bass Lake; ","NLA06608-0587",41.2184867,-86.59115603,277247
"315","; ; ","NLA06608-0588",39.3320249,-97.37482305,367833
"316","Haskell Lake; Haskell Lake; ","NLA06608-0590",45.9076374,-89.91696268,105413
"317","Allatoona Lake; Lake Allatoona; ","NLA06608-0591",34.13761156,-84.64323654,243039
"318","; Lake Louise; ","NLA06608-0593",48.70867836,-122.3277089,472380
"319","; Banks Lake; ","NLA06608-0594",32.37834158,-82.0648507,172102
"320","; Mutske; ","NLA06608-0595",45.81215092,-99.76603988,340630
"321","; West Twin Lake; ","NLA06608-0596",39.07986361,-106.3650807,376135
"322","Lake Lowell (Deer Flat Reservoir); Lake Lowell; ","NLA06608-0597",43.54705816,-116.6654946,464604
"323","Somerville Lake; Lake Somerville; ","NLA06608-0599",30.29008869,-96.59781441,433888
"324","Schnur Lake; Schnur Lake; ","NLA06608-0606",45.97262852,-90.50816425,4628
"325","; ; ","NLA06608-0608",36.59009304,-89.26975098,13008
"326","Thonotosassa, Lake; Lake Thonotosass; ","NLA06608-0609",28.06126866,-82.27729181,209587
"327","Long Pond; Long Pond; ","NLA06608-0610",42.69132092,-71.3703595,6141
"328","Kegonsa, Lake; Lake Kegonsa; ","NLA06608-0611",42.9654707,-89.25185174,4467
"329","; Cooper Creek Reservoir; ","NLA06608-0614",43.37864455,-123.2686178,469458
"330","McGill Lake; McGill; ","NLA06608-0616",36.72480919,-98.88888117,379555
"331","Upper Lake Mary; Upper Lake Mary; ","NLA06608-0617",35.06360996,-111.4965509,453963
"332","Gantt Lake; Gantt Reservoir; ","NLA06608-0618",31.44842292,-86.43728338,233339
"333","Campbell Lake; Campbell Lake; ","NLA06608-0619",42.32382664,-85.4673404,54317
"334","Victoria, Lake; Lake Victoria; ","NLA06608-0622",45.88174092,-95.33234259,3113
"335","; Mogadore Reservoir; ","NLA06608-0623",41.06227132,-81.31730025,38660
"336","; Lake Pana; ","NLA06608-0624",39.37683345,-89.02743535,7030
"337","; Van Patten Lake; ","NLA06608-0625",44.9542938,-118.185992,465004
"338","Berry Lake; Berry Lake; ","NLA06608-0627",44.88675167,-88.48011849,4785
"339","Lake Isabel; Lake Isabel; ","NLA06608-0628",35.75956138,-105.1444706,386909
"340","Dewey Lake; Dewey Lake; ","NLA06608-0630",46.30058363,-87.77935818,101839
"341","; La Cygnes Lake; ","NLA06608-0632",38.35723526,-94.63514177,34027
"342","; ; ","NLA06608-0634",47.92494929,-101.229344,311228
"343","; Lonetree Reservoir; ","NLA06608-0635",40.33649731,-105.1268527,360271
"344","; Strawberry Reservoir; ","NLA06608-0637",40.13391202,-111.0580729,452712
"345","Bayley Lake; Bayley; ","NLA06608-0641",48.41877337,-117.6640499,462184
"346","Clear Lake; Clear Lake; ","NLA06608-0648",42.26770086,-99.24832126,365980
"347","Lake Alpine; Lake Alpine; ","NLA06608-0649",38.47603543,-119.9997761,478580
"348","; Henry's Lake; ","NLA06608-0650",44.64209925,-111.3963618,463942
"349","Lake Purdy; Lake Purdy; ","NLA06608-0651",33.46835151,-86.64445451,239134
"350","McLeod Lake; McLeod Lake; ","NLA06608-0654",45.98738228,-89.35046545,1462
