OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,sampledate,ActivityEndDate,sampledepth_m_legacy,ActivityDepthHeightMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure.MeasureValue,ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,ActivityBottomDepthHeightMeasure.MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,samplesiteid_legacy,comments_legacy,ActivityCommentText,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,datavalue,ResultMeasure.MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,labmethodname_legacy,labmethodinfo_legacy,LaboratoryName,ResultLaboratoryCommentText,qualifier_legacy,DetectionQuantitationLimitMeasure.MeasureValue,DetectionQuantitationLimitMeasure.MeasureUnitCode,ProviderName,ActivityStartDateTime,ActivityEndDateTime,obs_id,source_parameter,source_value,source_unit,detectionlimit_legacy,detectionlimit_unit_legacy,sampleposition_legacy,sampletype_legacy,sampledepth_m_lagos,samplelayer_lagos,sampletype_lagos
USGS-VA,USGS Virginia Water Science Center,nwisva.01.98300296,Sample-Routine,1983-07-21,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-0204275450,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,440,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,1983-07-21 20:07:00,NA,490831,Ammonia and ammonium,0.440,mg/l as N,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702134,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,40.378,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,1997-08-13 17:45:00,NA,491148,Ammonia and ammonium,0.052,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702135,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,843,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,CL036,USGS,"Nutrients, FCA, salicylate color","USGS OF 93-125, p 125",NA,NA,NA,NA,NA,NWIS,1997-08-13 18:10:00,NA,491199,Ammonia and ammonium,0.843,mg/l as N,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702638,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,771.841,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,1997-08-13 18:11:00,NA,491277,Ammonia and ammonium,0.994,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702135,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,846.385,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,1997-08-13 18:10:00,NA,492003,Ammonia and ammonium,1.09,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900315,Sample-Routine,2009-03-24,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01659700,"   L-0860010 Received March 26, 2009","L-0860010 Received March 26, 2009",USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,20,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",NA,Estimated Detection Level,20,ug/l,NWIS,2009-03-24 15:20:00,NA,492035,Ammonia and ammonium,0.02,mg/l as N,0.02,mg/l as N,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702632,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,30,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,1997-08-13 17:01:00,NA,492288,Ammonia and ammonium,0.030,mg/l as N,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702632,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,30.2835,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,1997-08-13 17:01:00,NA,492294,Ammonia and ammonium,0.039,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702131,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,42,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,CL036,USGS,"Nutrients, FCA, salicylate color","USGS OF 93-125, p 125",NA,NA,NA,NA,NA,NWIS,1997-08-13 16:30:00,NA,492353,Ammonia and ammonium,0.042,mg/l as N,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.98300293,Sample-Routine,1983-07-21,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-0204275450,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,30.2835,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,1983-07-21 20:04:00,NA,492579,Ammonia and ammonium,0.039,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900315,Sample-Routine,2009-03-24,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01659700,"   L-0860010 Received March 26, 2009","L-0860010 Received March 26, 2009",USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,21.742,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,2009-03-24 15:20:00,NA,492856,Ammonia and ammonium,0.028,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702630,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,89,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,1997-08-13 16:21:00,NA,493107,Ammonia and ammonium,0.089,mg/l as N,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.98300296,Sample-Routine,1983-07-21,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-0204275450,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,440.2755,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,1983-07-21 20:07:00,NA,493200,Ammonia and ammonium,0.567,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900452,Sample-Routine,2009-05-05,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660020,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,30,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",NA,Estimated Detection Level,20,ug/l,NWIS,2009-05-05 18:10:00,NA,493336,Ammonia and ammonium,0.03,mg/l as N,0.02,mg/l as N,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900452,Sample-Routine,2009-05-05,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660020,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,27.954,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,2009-05-05 18:10:00,NA,493357,Ammonia and ammonium,0.036,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.98300294,Sample-Routine,1983-07-21,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-0204275450,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,30,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,1983-07-21 20:05:00,NA,493942,Ammonia and ammonium,0.030,mg/l as N,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99701753,Sample-Routine,1997-07-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,1050,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,CL037,USGS,"Nutrients, wf, salicylate color","USGS OF 93-125, p 125",NA,NA,NA,NA,NA,NWIS,1997-07-09 16:15:00,NA,494036,Ammonia and ammonium,1.05,mg/l as N,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99701753,Sample-Routine,1997-07-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,1048.275,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,1997-07-09 16:15:00,NA,494053,Ammonia and ammonium,1.35,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702630,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,89.2975,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,1997-08-13 16:21:00,NA,494645,Ammonia and ammonium,0.115,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.98300293,Sample-Routine,1983-07-21,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-0204275450,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,30,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,1983-07-21 20:04:00,NA,494871,Ammonia and ammonium,0.030,mg/l as N,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900458,Sample-Routine,2009-04-16,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01659700,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,33.3895,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,2009-04-16 14:40:00,NA,494902,Ammonia and ammonium,0.043,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702634,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,62,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,1997-08-13 17:46:00,NA,494954,Ammonia and ammonium,0.062,mg/l as N,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99701751,Sample-Routine,1997-07-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,90.074,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,1997-07-09 15:45:00,NA,495411,Ammonia and ammonium,0.116,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99701752,Sample-Routine,1997-07-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,20,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,CL037,USGS,"Nutrients, wf, salicylate color","USGS OF 93-125, p 125",NA,NA,NA,NA,NA,NWIS,1997-07-09 15:50:00,NA,495843,Ammonia and ammonium,0.02,mg/l as N,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99701752,Sample-Routine,1997-07-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,20.189,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,1997-07-09 15:50:00,NA,495862,Ammonia and ammonium,0.026,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.98300294,Sample-Routine,1983-07-21,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-0204275450,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,30.2835,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,1983-07-21 20:05:00,NA,495932,Ammonia and ammonium,0.039,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702631,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,28,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,1997-08-13 16:31:00,NA,496351,Ammonia and ammonium,0.028,mg/l as N,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702631,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,27.954,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,1997-08-13 16:31:00,NA,496357,Ammonia and ammonium,0.036,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702133,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,25,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,CL036,USGS,"Nutrients, FCA, salicylate color","USGS OF 93-125, p 125",NA,NA,NA,NA,NA,NWIS,1997-08-13 17:30:00,NA,497215,Ammonia and ammonium,0.025,mg/l as N,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702634,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,62.12,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,1997-08-13 17:46:00,NA,499474,Ammonia and ammonium,0.080,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702132,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,68,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,CL036,USGS,"Nutrients, FCA, salicylate color","USGS OF 93-125, p 125",NA,NA,NA,NA,NA,NWIS,1997-08-13 17:00:00,NA,499668,Ammonia and ammonium,0.068,mg/l as N,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702132,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,68.332,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,1997-08-13 17:00:00,NA,499693,Ammonia and ammonium,0.088,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99701750,Sample-Routine,1997-07-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,30,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,CL037,USGS,"Nutrients, wf, salicylate color","USGS OF 93-125, p 125",NA,NA,NA,NA,NA,NWIS,1997-07-09 15:30:00,NA,499773,Ammonia and ammonium,0.03,mg/l as N,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99701750,Sample-Routine,1997-07-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,27.1775,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,1997-07-09 15:30:00,NA,499792,Ammonia and ammonium,0.035,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900451,Sample-Routine,2009-05-05,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01659700,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,30,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",NA,Estimated Detection Level,20,ug/l,NWIS,2009-05-05 18:35:00,NA,499910,Ammonia and ammonium,0.03,mg/l as N,0.02,mg/l as N,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900451,Sample-Routine,2009-05-05,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01659700,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,30.2835,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,71846,NA,NA,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NWIS,2009-05-05 18:35:00,NA,499933,Ammonia and ammonium,0.039,mg/l NH4,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900458,Sample-Routine,2009-04-16,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01659700,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,30,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",NA,Estimated Detection Level,20,ug/l,NWIS,2009-04-16 14:40:00,NA,501789,Ammonia and ammonium,0.03,mg/l as N,0.02,mg/l as N,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99701751,Sample-Routine,1997-07-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"Nitrogen, NH4",Dissolved,90,ug/l,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,608,NA,NA,CL037,USGS,"Nutrients, wf, salicylate color","USGS OF 93-125, p 125",NA,NA,NA,NA,NA,NWIS,1997-07-09 15:45:00,NA,502328,Ammonia and ammonium,0.09,mg/l as N,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
