lagoslakeid,source_sample_siteid,sample_date,sample_depth_m,temp_degc,do_mgl,ph,spcond_uscm,source_value_qualifiercode,source_comments,profile
394758,NLA06608-0180,8/29/2007,3,27.38,5.13,8.01,285.4,,,integrated
394758,NLA06608-0180,8/29/2007,4,27.19,4.01,7.88,284.4,,,integrated
483184,NLA06608-0181,9/20/2007,0,14.6,7.7,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,1,14.6,7.8,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,2,14.6,7.8,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,3,14.6,7.8,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,4,14.6,7.8,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,5,14.6,7.8,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,6,14.6,7.8,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,7,14.6,7.8,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,8,14.6,7.8,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,9,14.6,7.8,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,10,14.6,7.9,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,11,14.6,7.8,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,12,14.6,7.8,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,13,14.6,7.8,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,14,14.5,7.8,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,15,14.5,7.8,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,16,14.5,7.7,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,17,14.2,7.4,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,18,13.6,6.8,8.3,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,19,12,5.5,8,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,20,11.4,4.8,7.9,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,21,10,3.7,7.7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,22,8.7,2.8,7.6,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,23,8.4,2.7,7.6,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,25,7.9,1.6,7.6,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,27,7.4,0.3,7.5,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,29,7,0.2,7.5,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,31,6.7,0.3,7.5,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
483184,NLA06608-0181,9/20/2007,33,6.6,0.3,7.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
5085,NLA06608-0183,7/25/2007,0,25.7,12.62,9.24,235.6,,,integrated
5085,NLA06608-0183,7/25/2007,1,25.6,13.08,9.27,236.1,,,integrated
5085,NLA06608-0183,7/25/2007,2,25,12.3,9.32,235,,,integrated
5085,NLA06608-0183,7/25/2007,3,23.2,5.77,8.78,243.9,,,integrated
5085,NLA06608-0183,7/25/2007,4,23.1,5.07,8.56,247.2,,,integrated
5085,NLA06608-0183,7/25/2007,5,23,4.64,8.35,255.3,,,integrated
5085,NLA06608-0183,7/25/2007,6,22.9,3.42,8.06,266.1,,,integrated
5085,NLA06608-0183,7/25/2007,7,22.7,2.71,7.91,305.7,,,integrated
5085,NLA06608-0183,7/25/2007,8,22.3,1.08,7.79,365,,,integrated
5085,NLA06608-0183,7/25/2007,9,21.4,0.44,8.07,390.4,,,integrated
36130,NLA06608-0184,6/15/2007,0,26.4,8.8,8.2,415,,,integrated
36130,NLA06608-0184,6/15/2007,0.5,26.1,7.8,8.2,415,,,integrated
36130,NLA06608-0184,6/15/2007,1,25.2,1.2,7.7,425,,,integrated
36130,NLA06608-0184,6/15/2007,1.5,25,0,7.1,425,,,integrated
36130,NLA06608-0184,6/15/2007,1.8,25.1,0,7.1,426,,,integrated
9357,NLA06608-0185,8/14/2007,0,24.1,7.2,6.8,121,,,integrated
9357,NLA06608-0185,8/14/2007,0.5,24,7.1,6.8,121,,,integrated
9357,NLA06608-0185,8/14/2007,1,23.7,7.2,6.8,121,,,integrated
9357,NLA06608-0185,8/14/2007,1.5,23.5,7.3,6.8,121,,,integrated
9357,NLA06608-0185,8/14/2007,2,23,7.1,6.8,121,F1,"LAKE HAS A MIX PROFILE, THERMOCLINE",integrated
96899,NLA06608-0189,6/11/2007,0,24.15,9.57,8.45,375.8,,,integrated
96899,NLA06608-0189,6/11/2007,1,19.52,9.19,7.53,351.8,,,integrated
96899,NLA06608-0189,6/11/2007,2,14.2,10.71,7.43,288.9,,,integrated
96899,NLA06608-0189,6/11/2007,3,9.65,9.85,7.51,264.9,,,integrated
96899,NLA06608-0189,6/11/2007,4,8.92,10.24,7.59,265.6,,,integrated
96899,NLA06608-0189,6/11/2007,4.5,8.88,12.08,7.27,264.6,,,integrated
96899,NLA06608-0189,7/10/2007,0,24.41,9.67,8.24,428.4,,,integrated
96899,NLA06608-0189,7/10/2007,1,24.12,8.9,8.23,427.6,,,integrated
96899,NLA06608-0189,7/10/2007,2,21.4,3.3,7.2,401.5,,,integrated
96899,NLA06608-0189,7/10/2007,3,15.36,2.75,7.09,343.5,,,integrated
96899,NLA06608-0189,7/10/2007,3.5,12.5,2.73,7.04,323.4,,,integrated
68334,NLA06608-0190,8/14/2007,0,22.9,7.9,7.2,71,,,integrated
68334,NLA06608-0190,8/14/2007,1,22.9,7.8,7.3,71,,,integrated
68334,NLA06608-0190,8/14/2007,2,22.9,7.8,7.2,71,,,integrated
68334,NLA06608-0190,8/14/2007,3,21.7,4.5,6.8,76,,,integrated
68334,NLA06608-0190,8/14/2007,4,14.5,1.2,6.4,87,,,integrated
68334,NLA06608-0190,8/14/2007,5,9.3,0.3,8.5,138,,,integrated
68334,NLA06608-0190,8/14/2007,5.8,7.8,0.2,9.9,222,,,integrated
273196,NLA06608-0191,7/21/2007,0,24,NA,7,15.5,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,1,24,NA,7,15.5,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,2,24,NA,7.1,15.5,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,3,24,NA,7.1,15.5,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,4,24,NA,7.1,15.5,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,5,24,NA,7.1,15.5,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,6,24,NA,7.1,15.5,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,7,22.6,NA,6.9,15.7,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,8,21.6,NA,6.6,16.4,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,9,20.4,NA,6.4,15.7,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,10,19.3,NA,6.4,15.3,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,11,18.1,NA,6.3,14.9,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,12,16.6,NA,6.2,13.5,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,13,15.5,NA,6.3,12.9,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,14,14.3,NA,6.3,12.4,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,15,13.2,NA,6.3,11.7,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,16,12.4,NA,6.3,11.3,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,17,11.8,NA,6.3,11.1,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,18,11.2,NA,6.3,10.9,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,19,10.9,NA,6.3,10.8,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,20,10.5,NA,6.3,10.6,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,22,10,NA,6.3,10.5,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,24,9.5,NA,6.3,10.3,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,26,9,NA,6.3,10.1,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,28,8.6,NA,6.3,10,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,30,7.9,NA,6.3,9.7,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,32,7.4,NA,6.2,9.7,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,34,7,NA,6.2,9.5,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,36,6.8,NA,6.2,9.4,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,38,6.6,NA,6.1,9.5,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,40,6.5,NA,6.1,9.5,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,42,6.5,NA,6.1,10.1,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
273196,NLA06608-0191,7/21/2007,43.5,6.5,NA,6.3,38.2,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
471487,NLA06608-0193,7/11/2007,0,10,11.6,6.7,47.9,,,integrated
471487,NLA06608-0193,7/11/2007,0.5,9.9,11.5,7.6,48.2,,,integrated
471487,NLA06608-0193,7/11/2007,1,9.9,11.5,7.7,48.1,,,integrated
471487,NLA06608-0193,7/11/2007,1.5,10,11.6,7.8,47.9,,,integrated
7033,NLA06608-0196,6/21/2007,0,28.9,14.4,9.2,167,,,integrated
7033,NLA06608-0196,6/21/2007,1,27.9,14.1,9.1,167,,,integrated
7033,NLA06608-0196,6/21/2007,2,27.1,8.4,8.4,167,,,integrated
7033,NLA06608-0196,6/21/2007,3,25.3,0.3,7.6,172,,,integrated
7033,NLA06608-0196,6/21/2007,4,18.1,0,8.6,186,,,integrated
7033,NLA06608-0196,6/21/2007,5,13,0,9.3,196,,,integrated
7033,NLA06608-0196,6/21/2007,6,11.5,0,9.3,201,,,integrated
5068,NLA06608-0198,7/24/2007,0,25,8.63,6.72,104,,,integrated
5068,NLA06608-0198,7/24/2007,0.5,25,8.69,6.77,104,,,integrated
5068,NLA06608-0198,7/24/2007,1,24.9,8.76,6.83,104,,,integrated
5068,NLA06608-0198,7/24/2007,1.5,24.9,8.82,6.84,104,,,integrated
5068,NLA06608-0198,7/24/2007,2,24.9,8.87,6.86,104,,,integrated
5068,NLA06608-0198,7/24/2007,2.5,24.9,8.93,6.86,104,,,integrated
5068,NLA06608-0198,7/24/2007,3,24.5,8.8,6.7,103,,,integrated
5068,NLA06608-0198,7/24/2007,3.5,24.4,8.64,6.6,103,,,integrated
5068,NLA06608-0198,7/24/2007,4,24.3,8.68,6.61,103,,,integrated
5068,NLA06608-0198,7/24/2007,4.5,24.3,8.62,6.59,103,,,integrated
5068,NLA06608-0198,7/24/2007,5,24,7.58,6.28,103,,,integrated
5068,NLA06608-0198,7/24/2007,5.5,23.9,5.89,6.08,104,,,integrated
5068,NLA06608-0198,7/24/2007,6,23.6,3.56,5.9,106,,,integrated
5068,NLA06608-0198,7/24/2007,6.5,20.6,0.14,6.53,141,,,integrated
474533,NLA06608-0201,9/18/2007,0,18.3,6.9,8,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
474533,NLA06608-0201,9/18/2007,1,18.3,6.9,7.9,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
474533,NLA06608-0201,9/18/2007,2,18.2,7,7.9,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
474533,NLA06608-0201,9/18/2007,3,18.2,6.8,7.7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
474533,NLA06608-0201,9/18/2007,4,18.2,6.3,7.7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
474533,NLA06608-0201,9/18/2007,5,18.2,6.9,7.6,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
474533,NLA06608-0201,9/18/2007,6,18.1,6.8,7.7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
474533,NLA06608-0201,9/18/2007,7,18.1,6.8,7.7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
474533,NLA06608-0201,9/18/2007,8,18.1,6.8,7.7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
474533,NLA06608-0201,9/18/2007,9,18.1,6.8,7.7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
474533,NLA06608-0201,9/18/2007,10,18.1,6.8,7.7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
474533,NLA06608-0201,9/18/2007,11,18.1,6.8,7.7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
474533,NLA06608-0201,9/18/2007,12,18.1,6.8,7.7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
474533,NLA06608-0201,9/18/2007,13,18.1,6.8,7.7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
474533,NLA06608-0201,9/18/2007,14,18.1,6.8,7.7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
474533,NLA06608-0201,9/18/2007,15,18,6.8,7.7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
474533,NLA06608-0201,9/18/2007,16,18,6.8,7.7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
247445,NLA06608-0203,8/2/2007,0,30,7.4,6.7,53.9,,,integrated
247445,NLA06608-0203,8/2/2007,1,32,7.4,6.7,53.6,,,integrated
247445,NLA06608-0203,8/2/2007,2,30,7.4,6.7,53.7,,,integrated
247445,NLA06608-0203,8/2/2007,3,30,7.4,6.7,54.1,,,integrated
247445,NLA06608-0203,8/2/2007,4,29.9,7.4,6.7,54,,,integrated
247445,NLA06608-0203,8/2/2007,5,29.6,7.5,6.7,53.6,,,integrated
247445,NLA06608-0203,8/2/2007,6,27.6,8.1,6.7,53.5,,,integrated
247445,NLA06608-0203,8/2/2007,7,25.6,8.9,6.6,53.1,,,integrated
247445,NLA06608-0203,8/2/2007,8,21.9,9.3,6.4,50.2,,,integrated
247445,NLA06608-0203,8/2/2007,9,18.5,8.5,6.2,49.1,,,integrated
247445,NLA06608-0203,8/2/2007,10,15.5,7.2,6,48.8,,,integrated
247445,NLA06608-0203,8/2/2007,11,14.1,6.7,5.9,48.8,,,integrated
247445,NLA06608-0203,8/2/2007,12,13,6.2,5.8,48.7,,,integrated
247445,NLA06608-0203,8/2/2007,13,11.9,6,5.7,49.3,,,integrated
247445,NLA06608-0203,8/2/2007,14,11.2,5.6,5.6,49.7,,,integrated
247445,NLA06608-0203,8/2/2007,15,10.7,5.3,5.5,49.9,,,integrated
247445,NLA06608-0203,8/2/2007,16,9.9,5.1,5.5,50.2,,,integrated
247445,NLA06608-0203,8/2/2007,17,9.5,4.6,5.5,50.4,,,integrated
247445,NLA06608-0203,8/2/2007,18,9.3,4.4,5.5,50.2,,,integrated
247445,NLA06608-0203,8/2/2007,19,9,3.9,5.4,50.8,,,integrated
247445,NLA06608-0203,8/2/2007,20,8.8,3.6,5.4,51.2,,,integrated
247445,NLA06608-0203,8/2/2007,22,8.5,2.3,5.4,52.7,,,integrated
247445,NLA06608-0203,8/2/2007,24,8.3,1.6,5.3,52.5,,,integrated
247445,NLA06608-0203,8/2/2007,26,8.2,0.7,5.3,52.6,,,integrated
247445,NLA06608-0203,8/2/2007,28,8.1,0.5,5.3,56.8,,,integrated
247445,NLA06608-0203,8/2/2007,30,8.1,0.2,5.4,61.6,,,integrated
247445,NLA06608-0203,8/2/2007,32,8,0.2,5.5,65.7,,,integrated
247445,NLA06608-0203,8/2/2007,34,8,0.2,5.5,67.6,,,integrated
247445,NLA06608-0203,8/2/2007,36,7.9,0.2,5.6,69.8,,,integrated
247445,NLA06608-0203,8/2/2007,38,7.8,0.2,5.6,72.6,,,integrated
247445,NLA06608-0203,8/2/2007,40,7.8,0.2,5.7,71.5,,,integrated
247445,NLA06608-0203,8/2/2007,42,7.7,0.2,5.7,69.1,,,integrated
247445,NLA06608-0203,8/2/2007,44,7.6,0.2,5.7,67.1,,,integrated
247445,NLA06608-0203,8/2/2007,46,7.6,0.2,5.6,67.3,,,integrated
247445,NLA06608-0203,8/2/2007,48,7.6,0.1,5.7,67.8,,,integrated
223721,NLA06608-0207,7/18/2007,0,30.39,6.78,7.58,43,,,integrated
223721,NLA06608-0207,7/18/2007,1,30.23,6.57,7.5,43,,,integrated
223721,NLA06608-0207,7/18/2007,2,29.88,6.2,7.27,43,,,integrated
223721,NLA06608-0207,7/18/2007,3,28.63,3.05,6.57,43,,,integrated
223721,NLA06608-0207,7/18/2007,3.5,27.78,1.22,6.24,43,,,integrated
223721,NLA06608-0207,9/5/2007,0,29.29,7.2,7.08,43,,,integrated
223721,NLA06608-0207,9/5/2007,1,28.65,7.18,7.05,43,,,integrated
223721,NLA06608-0207,9/5/2007,2,28.14,5.94,6.61,44,,,integrated
223721,NLA06608-0207,9/5/2007,3,27.73,4.51,6.35,44,,,integrated
281394,NLA06608-0208,9/6/2007,0,26.7,5.1,7.3,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
281394,NLA06608-0208,9/6/2007,0.5,26.6,4.9,7.2,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
281394,NLA06608-0208,9/6/2007,1,26.5,4.8,7.2,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
281394,NLA06608-0208,9/6/2007,1.5,26.3,4.7,7.2,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
281394,NLA06608-0208,9/6/2007,2,26.3,4.7,7.2,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
281394,NLA06608-0208,9/6/2007,2.5,26.2,4.5,7.1,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
281394,NLA06608-0208,9/6/2007,3,26.2,4.4,7.1,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
281394,NLA06608-0208,9/6/2007,3.5,26,4.1,7.1,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
470713,NLA06608-0209,7/19/2007,0,23.4,9,9.1,114.8,,,integrated
470713,NLA06608-0209,7/19/2007,1,23.3,9,9.1,115,,,integrated
470713,NLA06608-0209,7/19/2007,2,23.3,9,9.1,114.9,,,integrated
470713,NLA06608-0209,7/19/2007,3,23.3,9.1,9.1,115,,,integrated
470713,NLA06608-0209,7/19/2007,4,23.3,9.1,9.2,114.9,,,integrated
470713,NLA06608-0209,7/19/2007,5,23.2,9.1,9.2,114.5,,,integrated
470713,NLA06608-0209,7/19/2007,6,23,9.9,9.3,114,,,integrated
470713,NLA06608-0209,7/19/2007,7,18.1,11.2,9.2,111.8,,,integrated
470713,NLA06608-0209,7/19/2007,8,17.6,10.5,9,111.1,,,integrated
470713,NLA06608-0209,7/19/2007,9,15.5,9,8.3,110.5,,,integrated
470713,NLA06608-0209,7/19/2007,10,14.8,8.5,8.1,110.7,,,integrated
470713,NLA06608-0209,7/19/2007,11,13.6,7.5,7.9,110,,,integrated
470713,NLA06608-0209,7/19/2007,12,12.2,6.7,7.8,109.3,,,integrated
470713,NLA06608-0209,7/19/2007,13,11.5,6,7.6,109.1,,,integrated
470713,NLA06608-0209,7/19/2007,14,10.5,6,7.5,108.4,,,integrated
470713,NLA06608-0209,7/19/2007,15,9.5,4.5,7.4,108.3,,,integrated
470713,NLA06608-0209,7/19/2007,16,9,4.5,7.4,108.2,,,integrated
470713,NLA06608-0209,7/19/2007,17,8.8,3.6,7.3,108.6,,,integrated
470713,NLA06608-0209,7/19/2007,18,8.6,3.6,7.2,108.7,,,integrated
470713,NLA06608-0209,7/19/2007,19,8.3,3.3,7.2,108.3,,,integrated
470713,NLA06608-0209,7/19/2007,20,8.2,3.4,7.2,108.7,,,integrated
470713,NLA06608-0209,7/19/2007,22,7.9,1.6,7.1,109.7,,,integrated
470713,NLA06608-0209,7/19/2007,24,7.9,1.5,7,109,,,integrated
470713,NLA06608-0209,7/19/2007,26,7.9,1.3,7,109.8,,,integrated
470713,NLA06608-0209,7/19/2007,27.1,7.9,1.2,6.9,110.5,,,integrated
470713,NLA06608-0209,9/27/2007,0,18.1,9.8,9.2,108,,,integrated
470713,NLA06608-0209,9/27/2007,1,18.2,9.8,9.1,107.7,,,integrated
470713,NLA06608-0209,9/27/2007,2,18.2,9.8,9.1,107.7,,,integrated
470713,NLA06608-0209,9/27/2007,3,18.2,9.8,9.1,107.7,,,integrated
470713,NLA06608-0209,9/27/2007,4,18.2,9.7,9.2,107.7,,,integrated
470713,NLA06608-0209,9/27/2007,5,18.2,9.7,9.1,107.7,,,integrated
470713,NLA06608-0209,9/27/2007,6,18.2,9.7,9.1,107.6,,,integrated
470713,NLA06608-0209,9/27/2007,7,18.2,9.6,9.1,108.1,,,integrated
470713,NLA06608-0209,9/27/2007,8,18.2,9.6,9,108,,,integrated
470713,NLA06608-0209,9/27/2007,9,18,9,8.6,109.7,,,integrated
470713,NLA06608-0209,9/27/2007,10,15.3,5.5,7.6,104.1,,,integrated
470713,NLA06608-0209,9/27/2007,11,12.2,4.3,7.3,102,,,integrated
470713,NLA06608-0209,9/27/2007,12,11.1,3.8,7.1,101.8,,,integrated
470713,NLA06608-0209,9/27/2007,13,10.3,2.6,7,102.1,,,integrated
470713,NLA06608-0209,9/27/2007,14,9.8,1.4,7,102.8,,,integrated
470713,NLA06608-0209,9/27/2007,15,9.4,0.9,6.9,102.8,,,integrated
470713,NLA06608-0209,9/27/2007,16,9.1,1.2,6.9,102.5,,,integrated
470713,NLA06608-0209,9/27/2007,17,8.7,0.5,6.8,103.6,,,integrated
470713,NLA06608-0209,9/27/2007,18,8.6,0.3,6.8,104.5,,,integrated
470713,NLA06608-0209,9/27/2007,19,8.4,0.3,6.8,104.2,,,integrated
470713,NLA06608-0209,9/27/2007,20,8.4,0.3,6.8,104.2,,,integrated
470713,NLA06608-0209,9/27/2007,22,8.2,0.3,6.8,108.4,,,integrated
470713,NLA06608-0209,9/27/2007,24,8,0.3,6.8,114,,,integrated
470713,NLA06608-0209,9/27/2007,25,8,0.3,7.3,115.3,,,integrated
102467,NLA06608-0211,8/7/2007,0,21.6,5.8,9.2,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
102467,NLA06608-0211,8/7/2007,0.5,21.5,5.8,9.2,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
102467,NLA06608-0211,8/7/2007,0.9,21.5,3.8,9,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
1834,NLA06608-0215,8/22/2007,0,21.9,9.3,8.8,272,,,integrated
1834,NLA06608-0215,8/22/2007,1,21.3,7.7,8.6,273,,,integrated
1834,NLA06608-0215,8/22/2007,2,20.9,6.6,8.4,274,,,integrated
1834,NLA06608-0215,8/22/2007,3,20.7,5.8,8.2,274,,,integrated
1834,NLA06608-0215,8/22/2007,4,20.5,4.7,8.1,275,,,integrated
1834,NLA06608-0215,8/22/2007,5,20.4,4.4,8,275,,,integrated
1834,NLA06608-0215,8/22/2007,6,20.4,4.2,8,275,,,integrated
1834,NLA06608-0215,8/22/2007,7,20.4,4.2,8,274,,,integrated
1834,NLA06608-0215,8/22/2007,8,20.4,4.1,8,274,,,integrated
1834,NLA06608-0215,8/22/2007,9,20,1,7.8,283,,,integrated
1834,NLA06608-0215,8/22/2007,9.5,19,0.3,9.4,303,,,integrated
371429,NLA06608-0216,7/6/2007,0,28,7.41,8,321,,,integrated
371429,NLA06608-0216,7/6/2007,0.5,28.1,7.22,8,319,,,integrated
371429,NLA06608-0216,7/6/2007,0.6,28.1,7.35,8.1,320,,,integrated
152069,NLA06608-0217,6/24/2007,0,28.2,NA,8.2,82.1,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
152069,NLA06608-0217,6/24/2007,1,27.8,NA,8.2,81.3,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
152069,NLA06608-0217,6/24/2007,2,26.6,NA,7.1,79.2,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
