lagoslakeid,source_sample_siteid,sample_date,sample_depth_m,temp_degc,do_mgl,ph,spcond_uscm,source_value_qualifiercode,source_comments,profile
67470,NLA17_ME-10038,23-Aug-17,3.4,18.4,4.2,5.42,27,NA,NA,integrated
67470,NLA17_ME-10038,23-Aug-17,0.9,23.7,7.6,5.69,19,NA,NA,integrated
278599,NLA17_MS-10008,23-Aug-17,0,30.9,7.85,8.67,NA,NA,NA,integrated
278599,NLA17_MS-10008,23-Aug-17,1,29.69,7.22,8.22,NA,NA,NA,integrated
278599,NLA17_MS-10008,23-Aug-17,2,27.64,0.1,6.1,NA,NA,NA,integrated
278599,NLA17_MS-10008,23-Aug-17,3,23.65,0,6.42,NA,NA,NA,integrated
278599,NLA17_MS-10008,23-Aug-17,3.25,23.14,0,6.4,NA,NA,NA,integrated
278599,NLA17_MS-10008,23-Aug-17,0,30.91,7.83,8.71,NA,NA,NA,integrated
143422,NLA17_MD-10003,23-Aug-17,0.5,27.8,8.1,7.66,162.8,NA,NA,integrated
143422,NLA17_MD-10003,23-Aug-17,1,27.6,8,7.65,164,NA,NA,integrated
143422,NLA17_MD-10003,23-Aug-17,1.5,25.6,1.35,7.04,171,NA,NA,integrated
143422,NLA17_MD-10003,23-Aug-17,2,23.3,0,6.84,165.4,NA,NA,integrated
11408,NLA17_WI-10102,23-Aug-17,0,21.9,7.1,6.8,10.9,NA,NA,integrated
11408,NLA17_WI-10102,23-Aug-17,1,21.8,7.1,6.8,10.9,NA,NA,integrated
11408,NLA17_WI-10102,23-Aug-17,2,21.7,6.9,6.7,10.9,NA,NA,integrated
11408,NLA17_WI-10102,23-Aug-17,3,18.8,0.1,6.3,13.1,NA,NA,integrated
11408,NLA17_WI-10102,23-Aug-17,4,14,0.03,6.2,17.2,NA,NA,integrated
11408,NLA17_WI-10102,23-Aug-17,5,11.2,0.03,6.2,29.4,NA,NA,integrated
11408,NLA17_WI-10102,23-Aug-17,6,9.2,0.03,5.9,34.6,NA,NA,integrated
11408,NLA17_WI-10102,23-Aug-17,7,8.6,0.03,5.9,40.2,NA,NA,integrated
11408,NLA17_WI-10102,23-Aug-17,7.3,8.4,0.03,5.8,43.6,NA,NA,integrated
11408,NLA17_WI-10102,23-Aug-17,0,21.5,7.2,6.3,11,NA,NA,integrated
461572,NLA17_WA-10022,23-Aug-17,0,22.7,8.76,9.43,4209,NA,NA,integrated
461572,NLA17_WA-10022,23-Aug-17,1,22.6,8.81,9.42,4206,NA,NA,integrated
461572,NLA17_WA-10022,23-Aug-17,10,6.9,0.08,9.18,4353,NA,NA,integrated
461572,NLA17_WA-10022,23-Aug-17,11,6.1,0.05,9.18,4375,NA,NA,integrated
461572,NLA17_WA-10022,23-Aug-17,12,5.6,0.03,9.17,4371,NA,NA,integrated
461572,NLA17_WA-10022,23-Aug-17,13,5.3,0.02,9.17,4368,NA,NA,integrated
461572,NLA17_WA-10022,23-Aug-17,14,5.2,0.01,9.16,4371,NA,NA,integrated
461572,NLA17_WA-10022,23-Aug-17,15,5.1,0.01,9.16,4374,NA,NA,integrated
461572,NLA17_WA-10022,23-Aug-17,16,5,0.01,9.15,4375,NA,NA,integrated
461572,NLA17_WA-10022,23-Aug-17,17,5,0,9.14,4377,NA,NA,integrated
461572,NLA17_WA-10022,23-Aug-17,18.5,5,0,9.12,4382,NA,NA,integrated
461572,NLA17_WA-10022,23-Aug-17,0,22.8,8.61,9.36,4198,NA,NA,integrated
461572,NLA17_WA-10022,23-Aug-17,2,22.3,8.89,9.42,4204,NA,NA,integrated
461572,NLA17_WA-10022,23-Aug-17,3,22.2,8.8,9.42,4204,NA,NA,integrated
461572,NLA17_WA-10022,23-Aug-17,4,22.1,8.68,9.42,4203,NA,NA,integrated
461572,NLA17_WA-10022,23-Aug-17,5,21.7,7.91,9.41,4198,NA,NA,integrated
461572,NLA17_WA-10022,23-Aug-17,6,21,4.52,9.39,4197,NA,NA,integrated
461572,NLA17_WA-10022,23-Aug-17,7,19.2,0.94,9.33,4199,NA,NA,integrated
461572,NLA17_WA-10022,23-Aug-17,8,12.5,0.62,9.22,4323,NA,NA,integrated
461572,NLA17_WA-10022,23-Aug-17,9,8.8,0.14,9.21,4369,NA,NA,integrated
363086,NLA17_NE-10067,23-Aug-17,0.1,23.8,7.64,8.28,971,NA,NA,integrated
363086,NLA17_NE-10067,23-Aug-17,0.5,23.8,7.64,8.33,971,NA,NA,integrated
363086,NLA17_NE-10067,23-Aug-17,1,23.8,7.61,8.35,971,NA,NA,integrated
363086,NLA17_NE-10067,23-Aug-17,1.5,23.8,7.59,8.35,971,NA,NA,integrated
363086,NLA17_NE-10067,23-Aug-17,2,23.7,7.03,8.31,972,NA,NA,integrated
363086,NLA17_NE-10067,23-Aug-17,2.4,21.4,0.37,7.69,992,NA,NA,integrated
463336,NLA17_ID-10175,23-Aug-17,0,18.4,11.28,7.91,NA,NA,NA,integrated
463336,NLA17_ID-10175,23-Aug-17,1,20.46,10.66,7.94,NA,NA,NA,integrated
463336,NLA17_ID-10175,23-Aug-17,2,20,10.13,7.86,NA,NA,NA,integrated
463336,NLA17_ID-10175,23-Aug-17,3,19.52,8.36,7.75,NA,NA,NA,integrated
463336,NLA17_ID-10175,23-Aug-17,4,19.36,6.43,7.67,NA,NA,NA,integrated
463336,NLA17_ID-10175,23-Aug-17,4.5,19.15,3.77,7.48,NA,NA,NA,integrated
451499,NLA17_UT-10019,23-Aug-17,0,12,7.8,7.1,14,NA,NA,integrated
451499,NLA17_UT-10019,23-Aug-17,1,12.1,7.7,7.7,13,NA,NA,integrated
451499,NLA17_UT-10019,23-Aug-17,10,9.9,3.9,7,15,NA,NA,integrated
451499,NLA17_UT-10019,23-Aug-17,11,9.8,3.7,6.9,15,NA,NA,integrated
451499,NLA17_UT-10019,23-Aug-17,11.6,9.7,3.5,6.8,15,NA,NA,integrated
451499,NLA17_UT-10019,23-Aug-17,0,11.7,7.8,6.9,14,NA,NA,integrated
451499,NLA17_UT-10019,23-Aug-17,2,12,7.7,7.6,13,NA,NA,integrated
451499,NLA17_UT-10019,23-Aug-17,3,12,7.8,7.5,13,NA,NA,integrated
451499,NLA17_UT-10019,23-Aug-17,4,11.6,7.7,7.6,13,NA,NA,integrated
451499,NLA17_UT-10019,23-Aug-17,5,11.2,6.8,7.5,14,NA,NA,integrated
451499,NLA17_UT-10019,23-Aug-17,6,10.7,5.7,7.4,14,NA,NA,integrated
451499,NLA17_UT-10019,23-Aug-17,7,10.2,4.7,7.3,14,NA,NA,integrated
451499,NLA17_UT-10019,23-Aug-17,8,10.1,4.3,7.2,15,NA,NA,integrated
451499,NLA17_UT-10019,23-Aug-17,9,10,4.1,7.1,15,NA,NA,integrated
2197,NLA17_MI-10002,24-Aug-17,0.1,20.8,7.3,7.7,350,NA,NA,integrated
2197,NLA17_MI-10002,24-Aug-17,1,20.8,7.2,7.8,350,NA,NA,integrated
2197,NLA17_MI-10002,24-Aug-17,10,20.8,7.1,7.9,350,NA,NA,integrated
2197,NLA17_MI-10002,24-Aug-17,11,20.8,6.9,7.8,350,NA,NA,integrated
2197,NLA17_MI-10002,24-Aug-17,12,20.6,6.5,7.8,350,NA,NA,integrated
2197,NLA17_MI-10002,24-Aug-17,13,20.2,4.6,7.6,347,NA,NA,integrated
2197,NLA17_MI-10002,24-Aug-17,13.1,19.9,3.1,7.5,346,NA,NA,integrated
2197,NLA17_MI-10002,24-Aug-17,0.1,20.8,7.2,7.8,350,NA,NA,integrated
2197,NLA17_MI-10002,24-Aug-17,2,20.8,7.2,7.8,350,NA,NA,integrated
2197,NLA17_MI-10002,24-Aug-17,3,20.8,7.2,7.8,350,NA,NA,integrated
2197,NLA17_MI-10002,24-Aug-17,4,20.8,7.2,7.8,350,NA,NA,integrated
2197,NLA17_MI-10002,24-Aug-17,5,20.8,7.2,7.8,350,NA,NA,integrated
2197,NLA17_MI-10002,24-Aug-17,6,20.8,7.2,7.9,350,NA,NA,integrated
2197,NLA17_MI-10002,24-Aug-17,7,20.8,7.1,7.8,350,NA,NA,integrated
2197,NLA17_MI-10002,24-Aug-17,8,20.8,7.1,7.8,350,NA,NA,integrated
2197,NLA17_MI-10002,24-Aug-17,9,20.8,7.1,7.9,350,NA,NA,integrated
143777,NLA17_MD-10034,24-Aug-17,0.5,26.8,8.03,7.6,211.3,NA,NA,integrated
143777,NLA17_MD-10034,24-Aug-17,1,26.8,7.9,7.6,211.6,NA,NA,integrated
143777,NLA17_MD-10034,24-Aug-17,1.3,25.6,0.46,7.1,188.5,NA,NA,integrated
20348,NLA17_MN-10044,24-Aug-17,0,19.67,7.91,7.89,17.7,NA,NA,integrated
20348,NLA17_MN-10044,24-Aug-17,1,19.43,7.87,7.71,17.6,NA,NA,integrated
20348,NLA17_MN-10044,24-Aug-17,2,19.2,7.81,7.64,17.6,NA,NA,integrated
20348,NLA17_MN-10044,24-Aug-17,2.6,19.2,7.55,7.48,17.6,NA,NA,integrated
461289,NLA17_WA-10002,24-Aug-17,0,21.8,8.44,8.66,504,NA,NA,integrated
461289,NLA17_WA-10002,24-Aug-17,1,21.8,8.44,8.68,504,NA,NA,integrated
461289,NLA17_WA-10002,24-Aug-17,10,14.2,0.67,7.86,524,NA,NA,integrated
461289,NLA17_WA-10002,24-Aug-17,11,11.3,0.17,7.74,526,NA,NA,integrated
461289,NLA17_WA-10002,24-Aug-17,12,8.9,0.09,7.67,527,NA,NA,integrated
461289,NLA17_WA-10002,24-Aug-17,13,7.4,0.05,7.61,530,NA,NA,integrated
461289,NLA17_WA-10002,24-Aug-17,14,6.8,0.03,7.56,534,NA,NA,integrated
461289,NLA17_WA-10002,24-Aug-17,15,6.6,0.02,7.53,535,NA,NA,integrated
461289,NLA17_WA-10002,24-Aug-17,16,6.4,0.01,7.5,540,NA,NA,integrated
461289,NLA17_WA-10002,24-Aug-17,17,6.2,0.01,7.41,553,NA,NA,integrated
461289,NLA17_WA-10002,24-Aug-17,18,6.1,0,7.39,560,NA,NA,integrated
461289,NLA17_WA-10002,24-Aug-17,18.5,6.1,0,7.37,562,NA,NA,integrated
461289,NLA17_WA-10002,24-Aug-17,2,21.8,8.43,8.68,504,NA,NA,integrated
461289,NLA17_WA-10002,24-Aug-17,0,21.8,8.24,8.68,504,NA,NA,integrated
461289,NLA17_WA-10002,24-Aug-17,3,21.8,8.42,8.67,504,NA,NA,integrated
461289,NLA17_WA-10002,24-Aug-17,4,21.5,8.32,8.66,504,NA,NA,integrated
461289,NLA17_WA-10002,24-Aug-17,5,21.3,8.65,8.65,504,NA,NA,integrated
461289,NLA17_WA-10002,24-Aug-17,6,21.2,8.19,8.64,504,NA,NA,integrated
461289,NLA17_WA-10002,24-Aug-17,7,21.2,8.09,8.64,504,NA,NA,integrated
461289,NLA17_WA-10002,24-Aug-17,8,20.9,7.71,8.61,504,NA,NA,integrated
461289,NLA17_WA-10002,24-Aug-17,9,18.9,4.37,8.29,513,NA,NA,integrated
467169,NLA17_OR-10108,15-Aug-17,0.1,15.7,10.1,9.3,33.1,NA,NA,integrated
467169,NLA17_OR-10108,15-Aug-17,0.5,15.4,10.1,9.3,33.2,NA,NA,integrated
467169,NLA17_OR-10108,15-Aug-17,1,14.7,11.2,9.4,33.2,NA,NA,integrated
467169,NLA17_OR-10108,15-Aug-17,1.5,13.6,13,9.5,34,NA,NA,integrated
467169,NLA17_OR-10108,15-Aug-17,0.1,15.8,10.1,9.3,33.1,NA,NA,integrated
467576,NLA17_WA-HP001,24-Aug-17,0.1,18,11.58,7.5,40,NA,NA,integrated
467576,NLA17_WA-HP001,24-Aug-17,1,18,14.02,7,40,NA,NA,integrated
467576,NLA17_WA-HP001,24-Aug-17,10,12.3,25.53,7.1,50,NA,NA,integrated
467576,NLA17_WA-HP001,24-Aug-17,11,11.3,16.41,6.6,50,NA,NA,integrated
467576,NLA17_WA-HP001,24-Aug-17,12,10.3,10.42,6.4,50,NA,NA,integrated
467576,NLA17_WA-HP001,24-Aug-17,13,9.2,5.65,6.2,50,NA,NA,integrated
467576,NLA17_WA-HP001,24-Aug-17,14,8.6,1.8,6.1,50,NA,NA,integrated
467576,NLA17_WA-HP001,24-Aug-17,15,7.8,0,6.1,50,NA,NA,integrated
467576,NLA17_WA-HP001,24-Aug-17,16,7,0,6,50,NA,NA,integrated
467576,NLA17_WA-HP001,24-Aug-17,17,6.4,0,6,50,NA,NA,integrated
467576,NLA17_WA-HP001,24-Aug-17,18,6.1,0,5.9,50,NA,NA,integrated
467576,NLA17_WA-HP001,24-Aug-17,19,5.9,0,5.8,50,NA,NA,integrated
467576,NLA17_WA-HP001,24-Aug-17,2,18,16.72,7,40,NA,NA,integrated
467576,NLA17_WA-HP001,24-Aug-17,20,5.9,0,5.8,50,NA,NA,integrated
467576,NLA17_WA-HP001,24-Aug-17,20.6,5.8,0,5.8,50,NA,NA,integrated
467576,NLA17_WA-HP001,24-Aug-17,0.1,NA,11.5,NA,NA,NA,NA,integrated
467576,NLA17_WA-HP001,24-Aug-17,3,17.9,18.58,6.9,40,NA,NA,integrated
467576,NLA17_WA-HP001,24-Aug-17,4,17.9,19.31,6.9,40,NA,NA,integrated
467576,NLA17_WA-HP001,24-Aug-17,5,17.9,18.66,6.8,40,NA,NA,integrated
467576,NLA17_WA-HP001,24-Aug-17,6,17.9,19.52,6.8,40,NA,NA,integrated
467576,NLA17_WA-HP001,24-Aug-17,7,17.8,18.47,6.9,40,NA,NA,integrated
467576,NLA17_WA-HP001,24-Aug-17,8,16.4,37.8,8.5,50,NA,NA,integrated
467576,NLA17_WA-HP001,24-Aug-17,9,14,34.16,8.3,50,NA,NA,integrated
23383,NLA17_WI-10079,24-Aug-17,0,20.9,8.4,6.3,9,NA,NA,integrated
23383,NLA17_WI-10079,24-Aug-17,1,20.9,8.4,6.3,9,NA,NA,integrated
23383,NLA17_WI-10079,24-Aug-17,10,6.2,0.1,5.9,11.3,NA,NA,integrated
23383,NLA17_WI-10079,24-Aug-17,11,5.8,0.04,5.8,11.4,NA,NA,integrated
23383,NLA17_WI-10079,24-Aug-17,12,5.5,0.04,5.7,18,NA,NA,integrated
23383,NLA17_WI-10079,24-Aug-17,13,5.3,0.04,5.7,24.4,NA,NA,integrated
23383,NLA17_WI-10079,24-Aug-17,14,5.2,0.04,5.7,34.5,NA,NA,integrated
23383,NLA17_WI-10079,24-Aug-17,15,5.1,0.03,5.7,33.6,NA,NA,integrated
23383,NLA17_WI-10079,24-Aug-17,15.7,5.1,0.03,5.7,55.6,NA,NA,integrated
23383,NLA17_WI-10079,24-Aug-17,0,20.4,8.6,6.3,9.2,NA,NA,integrated
23383,NLA17_WI-10079,24-Aug-17,2,20.8,8.3,6.3,9,NA,NA,integrated
23383,NLA17_WI-10079,24-Aug-17,3,20.7,8.3,6.3,9,NA,NA,integrated
23383,NLA17_WI-10079,24-Aug-17,4,20.7,8.2,6.2,9,NA,NA,integrated
23383,NLA17_WI-10079,24-Aug-17,5,17.5,8.1,6.2,10.1,NA,NA,integrated
23383,NLA17_WI-10079,24-Aug-17,6,13.4,7.7,6.2,10.3,NA,NA,integrated
23383,NLA17_WI-10079,24-Aug-17,7,10.8,6.4,6.1,11.1,NA,NA,integrated
23383,NLA17_WI-10079,24-Aug-17,8,8.8,4.9,6.1,11,NA,NA,integrated
23383,NLA17_WI-10079,24-Aug-17,9,7.3,0.6,6,12.2,NA,NA,integrated
39709,NLA17_MI-10083,23-Aug-17,0.1,22.4,8.73,8.53,160.4,NA,NA,integrated
39709,NLA17_MI-10083,23-Aug-17,1,22.2,8.77,8.55,159.7,NA,NA,integrated
39709,NLA17_MI-10083,23-Aug-17,2,22.1,8.86,8.57,159.6,NA,NA,integrated
39709,NLA17_MI-10083,23-Aug-17,3,22,8.86,8.56,159.8,NA,NA,integrated
39709,NLA17_MI-10083,23-Aug-17,4,21.8,8.73,8.53,160.5,NA,NA,integrated
39709,NLA17_MI-10083,23-Aug-17,4.5,21.8,8.34,8.51,160.2,NA,NA,integrated
39709,NLA17_MI-10083,23-Aug-17,0.1,22.4,8.77,8.54,160.5,NA,NA,integrated
288605,NLA17_MS-10013,24-Aug-17,0,29.3,7.17,6.82,NA,NA,NA,integrated
288605,NLA17_MS-10013,24-Aug-17,0.5,29.16,6.85,6.7,NA,NA,NA,integrated
288605,NLA17_MS-10013,24-Aug-17,1,28.42,5.91,6.47,NA,NA,NA,integrated
288605,NLA17_MS-10013,24-Aug-17,1.5,28.21,4.65,6.24,NA,NA,NA,integrated
288605,NLA17_MS-10013,24-Aug-17,2,28,3.48,6.09,NA,NA,NA,integrated
288605,NLA17_MS-10013,24-Aug-17,0,29.12,7.2,6.98,NA,NA,NA,integrated
8063,NLA17_ME-10007,24-Aug-17,0.1,21.7,8.3,6.84,21,NA,NA,integrated
8063,NLA17_ME-10007,24-Aug-17,1,21.4,8.3,6.79,21,NA,NA,integrated
8063,NLA17_ME-10007,24-Aug-17,2,19.7,8.2,6.64,21,NA,NA,integrated
8063,NLA17_ME-10007,24-Aug-17,3,15.9,2.1,5.82,20,NA,NA,integrated
8063,NLA17_ME-10007,24-Aug-17,4,11,0.7,5.82,23,NA,NA,integrated
8063,NLA17_ME-10007,24-Aug-17,5,8.2,0.2,5.88,26,NA,NA,integrated
8063,NLA17_ME-10007,24-Aug-17,5.4,6.9,0.1,6.03,52,NA,NA,integrated
8063,NLA17_ME-10007,24-Aug-17,1,21.4,8.1,6.84,21,NA,NA,integrated
471263,NLA17_WA-10048,28-Aug-17,0,8.36,22.8,7.9,78.4,NA,NA,integrated
471263,NLA17_WA-10048,28-Aug-17,1,8.31,22.9,7.69,78,NA,NA,integrated
471263,NLA17_WA-10048,28-Aug-17,2,8.28,21.8,7.63,78,NA,NA,integrated
471263,NLA17_WA-10048,28-Aug-17,3,8.08,21.6,7.55,78,NA,NA,integrated
471263,NLA17_WA-10048,28-Aug-17,4,3.11,18.5,6.85,82,NA,NA,integrated
471263,NLA17_WA-10048,28-Aug-17,5,0.16,15.3,6.59,85.3,NA,NA,integrated
471263,NLA17_WA-10048,28-Aug-17,6,0.12,13.1,6.73,167.4,NA,NA,integrated
471263,NLA17_WA-10048,28-Aug-17,6.3,0.05,12.4,7.06,197.1,NA,NA,integrated
471263,NLA17_WA-10048,28-Aug-17,0,8.2,23.1,NA,NA,NA,NA,integrated
85539,NLA17_MD-10002,28-Aug-17,0.5,20.2,7.8,7.26,453,NA,NA,integrated
85539,NLA17_MD-10002,28-Aug-17,1,20.2,7.8,7.26,452.5,NA,NA,integrated
85539,NLA17_MD-10002,28-Aug-17,1.2,20.2,7.8,7.25,452,NA,NA,integrated
457341,NLA17_CA-10033,2-Aug-17,0.5,18.9,7.2,6.4,NA,NA,NA,integrated
457341,NLA17_CA-10033,2-Aug-17,1,18.5,7.3,6.3,NA,NA,NA,integrated
457341,NLA17_CA-10033,2-Aug-17,10,5.1,2.5,NA,NA,NA,NA,integrated
457341,NLA17_CA-10033,2-Aug-17,10.8,4.8,1.8,NA,NA,NA,NA,integrated
457341,NLA17_CA-10033,2-Aug-17,0.5,18.7,7.3,6.3,NA,NA,NA,integrated
457341,NLA17_CA-10033,2-Aug-17,2,17.9,7.3,6.3,NA,NA,NA,integrated
457341,NLA17_CA-10033,2-Aug-17,3,16.3,8.2,6.2,NA,NA,NA,integrated
457341,NLA17_CA-10033,2-Aug-17,4,13.1,10.6,NA,NA,NA,NA,integrated
457341,NLA17_CA-10033,2-Aug-17,5,10.2,11.7,NA,NA,NA,NA,integrated
457341,NLA17_CA-10033,2-Aug-17,6,8.5,11.7,NA,NA,NA,NA,integrated
457341,NLA17_CA-10033,2-Aug-17,7,6.8,10.1,NA,NA,NA,NA,integrated
457341,NLA17_CA-10033,2-Aug-17,8,6.2,8.2,NA,NA,NA,NA,integrated
457341,NLA17_CA-10033,2-Aug-17,9,5.7,6.7,NA,NA,NA,NA,integrated
475735,NLA17_CA-HP002,3-Aug-17,0.1,23.9,7.3,7.2,NA,NA,NA,integrated
475735,NLA17_CA-HP002,3-Aug-17,1,22.9,7.6,7.2,NA,NA,NA,integrated
475735,NLA17_CA-HP002,3-Aug-17,10,4,0.05,3.9,NA,NA,NA,integrated
475735,NLA17_CA-HP002,3-Aug-17,11,3.9,0.08,4.4,NA,NA,NA,integrated
475735,NLA17_CA-HP002,3-Aug-17,12,4.1,0.03,5.1,NA,NA,NA,integrated
475735,NLA17_CA-HP002,3-Aug-17,12.2,4.1,0.01,5.1,NA,NA,NA,integrated
475735,NLA17_CA-HP002,3-Aug-17,0.5,23.7,7.3,7.3,NA,NA,NA,integrated
475735,NLA17_CA-HP002,3-Aug-17,2,22.3,7.8,7.1,NA,NA,NA,integrated
475735,NLA17_CA-HP002,3-Aug-17,3,19.1,10.5,6,NA,NA,NA,integrated
475735,NLA17_CA-HP002,3-Aug-17,4,12.5,5,5.6,NA,NA,NA,integrated
475735,NLA17_CA-HP002,3-Aug-17,5,8.6,1,4.6,NA,NA,NA,integrated
475735,NLA17_CA-HP002,3-Aug-17,6,6.8,0.2,4.1,NA,NA,NA,integrated
475735,NLA17_CA-HP002,3-Aug-17,7,5.4,0.1,4,NA,NA,NA,integrated
475735,NLA17_CA-HP002,3-Aug-17,8,4.5,0.1,3.6,NA,NA,NA,integrated
475735,NLA17_CA-HP002,3-Aug-17,9,4.1,0.04,3.6,NA,NA,NA,integrated
118814,NLA17_WI-10009,28-Aug-17,0,21.5,8.5,7.6,104,NA,NA,integrated
118814,NLA17_WI-10009,28-Aug-17,1,21.1,2.2,7.6,105,NA,NA,integrated
118814,NLA17_WI-10009,28-Aug-17,2,20.6,0.3,7.4,115,NA,NA,integrated
118814,NLA17_WI-10009,28-Aug-17,2.9,19.3,0.1,7,165,NA,NA,integrated
118814,NLA17_WI-10009,28-Aug-17,0,21.4,8.1,7.3,105,NA,NA,integrated
459528,NLA17_ID-10006,29-Aug-17,0,20.3,6.25,NA,82.8,NA,NA,integrated
459528,NLA17_ID-10006,29-Aug-17,1,19.37,5.57,NA,82.3,NA,NA,integrated
459528,NLA17_ID-10006,29-Aug-17,2,18.15,1.27,NA,82.5,NA,NA,integrated
459528,NLA17_ID-10006,29-Aug-17,3,14.17,0.26,NA,125,NA,NA,integrated
459528,NLA17_ID-10006,29-Aug-17,4,10.71,0.06,NA,153.1,NA,NA,integrated
459528,NLA17_ID-10006,29-Aug-17,5,8.69,0.03,NA,175.8,NA,NA,integrated
96668,NLA17_MD-10001,29-Aug-17,1,23.8,8.3,8.26,101.6,NA,NA,integrated
96668,NLA17_MD-10001,29-Aug-17,2,23.8,8.32,8.26,102,NA,NA,integrated
96668,NLA17_MD-10001,29-Aug-17,3,23.7,8.29,8.27,101.7,NA,NA,integrated
96668,NLA17_MD-10001,29-Aug-17,4,23.8,8.28,8.27,101.7,NA,NA,integrated
96668,NLA17_MD-10001,29-Aug-17,5,23.8,8.29,8.28,101.7,NA,NA,integrated
96668,NLA17_MD-10001,29-Aug-17,6,23.6,8.05,8.27,101.9,NA,NA,integrated
96668,NLA17_MD-10001,29-Aug-17,7,19.8,7.11,8.12,96.5,NA,NA,integrated
96668,NLA17_MD-10001,29-Aug-17,8,16.2,3.3,7.92,99.5,NA,NA,integrated
96668,NLA17_MD-10001,29-Aug-17,8.5,14.3,1.3,7.76,103.6,NA,NA,integrated
37935,NLA17_WI-10028,29-Aug-17,0,19.2,3.9,6.9,58,NA,NA,integrated
37935,NLA17_WI-10028,29-Aug-17,0.5,19.2,3.8,6.9,59,NA,NA,integrated
37935,NLA17_WI-10028,29-Aug-17,1,19.2,1.6,6.9,60,NA,NA,integrated
37935,NLA17_WI-10028,29-Aug-17,1.4,18.9,0.1,6.8,74,NA,NA,integrated
37935,NLA17_WI-10028,29-Aug-17,0,19.2,3.9,6.9,58,NA,NA,integrated
83721,NLA17_WI-10024,29-Aug-17,0,20.8,12.2,8.9,166,NA,NA,integrated
83721,NLA17_WI-10024,29-Aug-17,0.5,20.5,12.3,9,163,NA,NA,integrated
83721,NLA17_WI-10024,29-Aug-17,1,20.1,10,8.8,165,NA,NA,integrated
83721,NLA17_WI-10024,29-Aug-17,1.1,19.7,7.2,8.7,167,NA,NA,integrated
83721,NLA17_WI-10024,29-Aug-17,0,20.7,12,8.8,167,NA,NA,integrated
471259,NLA17_WA-10021,29-Aug-17,0,22.8,9.4,7.55,35.2,NA,NA,integrated
471259,NLA17_WA-10021,29-Aug-17,0.5,22.8,9.5,7.46,35.1,NA,NA,integrated
471259,NLA17_WA-10021,29-Aug-17,0.8,22.7,9.46,7.39,35.1,NA,NA,integrated
471259,NLA17_WA-10021,29-Aug-17,0,23,9.46,NA,NA,NA,NA,integrated
7667,NLA17_ME-10040,29-Aug-17,0.1,20.1,8.4,7.45,39,NA,NA,integrated
7667,NLA17_ME-10040,29-Aug-17,1,18.6,8.5,7.39,38,NA,NA,integrated
7667,NLA17_ME-10040,29-Aug-17,2,18.4,8.5,7.3,38,NA,NA,integrated
7667,NLA17_ME-10040,29-Aug-17,3,18.2,8.1,7.22,38,NA,NA,integrated
7667,NLA17_ME-10040,29-Aug-17,4,18,7.5,7.12,38,NA,NA,integrated
7667,NLA17_ME-10040,29-Aug-17,5,17.8,7.3,7.05,39,NA,NA,integrated
7667,NLA17_ME-10040,29-Aug-17,6,17.5,6.1,6.84,39,NA,NA,integrated
7667,NLA17_ME-10040,29-Aug-17,1,18.6,8.2,7.27,38,NA,NA,integrated
7712,NLA17_ME-10003,28-Aug-17,0.1,21.1,8.5,7.44,30,NA,NA,integrated
7712,NLA17_ME-10003,28-Aug-17,9,16.1,4.6,6.5,29,NA,NA,integrated
7712,NLA17_ME-10003,28-Aug-17,10,12.6,3.6,6.29,27,NA,NA,integrated
7712,NLA17_ME-10003,28-Aug-17,11,11.7,3.6,6.28,27,NA,NA,integrated
7712,NLA17_ME-10003,28-Aug-17,12,11.3,3.6,6.27,27,NA,NA,integrated
7712,NLA17_ME-10003,28-Aug-17,13,11.2,3.6,6.26,27,NA,NA,integrated
7712,NLA17_ME-10003,28-Aug-17,14,11.1,3.6,6.25,27,NA,NA,integrated
7712,NLA17_ME-10003,28-Aug-17,15,10.9,3.5,6.25,27,NA,NA,integrated
7712,NLA17_ME-10003,28-Aug-17,17,9.3,3.6,6.25,26,NA,NA,integrated
7712,NLA17_ME-10003,28-Aug-17,19,7.9,3,6.2,27,NA,NA,integrated
7712,NLA17_ME-10003,28-Aug-17,21,7.4,1.9,6.21,29,NA,NA,integrated
7712,NLA17_ME-10003,28-Aug-17,1,20.6,8.6,7.34,30,NA,NA,integrated
7712,NLA17_ME-10003,28-Aug-17,23,7.3,1.6,6.21,30,NA,NA,integrated
7712,NLA17_ME-10003,28-Aug-17,1,20.5,8.2,7.05,30,NA,NA,integrated
7712,NLA17_ME-10003,28-Aug-17,2,19.5,8.6,7.27,30,NA,NA,integrated
7712,NLA17_ME-10003,28-Aug-17,3,19.1,8.6,7.29,30,NA,NA,integrated
7712,NLA17_ME-10003,28-Aug-17,4,18.9,8.6,7.25,30,NA,NA,integrated
7712,NLA17_ME-10003,28-Aug-17,5,18.9,8.5,7.23,30,NA,NA,integrated
7712,NLA17_ME-10003,28-Aug-17,6,18.7,8.3,7.19,30,NA,NA,integrated
7712,NLA17_ME-10003,28-Aug-17,7,18.6,8,7.12,30,NA,NA,integrated
7712,NLA17_ME-10003,28-Aug-17,8,18.4,7.8,7.05,30,NA,NA,integrated
401198,NLA17_OK-10087,29-Aug-17,0,27.141,4.18,6.92,231.8,NA,NA,integrated
401198,NLA17_OK-10087,29-Aug-17,0.5,27.049,3.83,6.97,231.6,NA,NA,integrated
401198,NLA17_OK-10087,29-Aug-17,0.8,26.955,3.59,6.96,231.4,NA,NA,integrated
